// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。
<2668> ？？

//<2669> 「ここが、照門」
<2669> 「ここが、照門」

//<2670> 山がふたつ並んだような突起物だ。
<2670> 山がふたつ並んだような突起物だ。

//<2671> nothing
<2671> nothing

//<2672> nothing
<2672> nothing

//<2673> nothing
<2673> nothing

//<2674> nothing
<2674> nothing

//<2675> nothing
<2675> nothing

//<2676> 日向
<2676> 日向

//<2677> 男Ｂ
<2677> 男Ｂ

//<2678> エロエロ団総帥
<2678> エロエロ団総帥

//<2679> イケチン
<2679> イケチン

//<2680> ホモ太
<2680> ホモ太

//<2681> ひなチン
<2681> ひなチン

//<2682> 秀樹
<2682> 秀樹

//<2683> 男子生徒
<2683> 男子生徒

//<2684> ？？
<2684> ？？

//<2685> 「そして、先についているここが、照星」
<2685> 「そして、先についているここが、照星」

//<2686> こちらはひとつだけの突起物。
<2686> こちらはひとつだけの突起物。

//<2687> nothing
<2687> nothing

//<2688> nothing
<2688> nothing

//<2689> nothing
<2689> nothing

//<2690> nothing
<2690> nothing

//<2691> nothing
<2691> nothing

//<2692> 日向
<2692> 日向

//<2693> 男Ｂ
<2693> 男Ｂ

//<2694> エロエロ団総帥
<2694> エロエロ団総帥

//<2695> イケチン
<2695> イケチン

//<2696> ホモ太
<2696> ホモ太

//<2697> ひなチン
<2697> ひなチン

//<2698> 秀樹
<2698> 秀樹

//<2699> 男子生徒
<2699> 男子生徒

//<2700> ？？
<2700> ？？

//<2701> 「照門の間に照星が見える角度を探せ」
<2701> 「照門の間に照星が見える角度を探せ」

//<2702> nothing
<2702> nothing

//<2703> nothing
<2703> nothing

//<2704> nothing
<2704> nothing

//<2705> nothing
<2705> nothing

//<2706> nothing
<2706> nothing

//<2707> nothing
<2707> nothing

//<2708> 音無
<2708> 音無

//<2709> クソ坊主
<2709> クソ坊主

//<2710> 代理人
<2710> 代理人

//<2711> 微妙すぎるイケメン
<2711> 微妙すぎるイケメン

//<2712> ロリコン
<2712> ロリコン

//<2713> メガネ仲間
<2713> メガネ仲間

//<2714> 暗算日本記録保持者
<2714> 暗算日本記録保持者

//<2715> 通り魔
<2715> 通り魔

//<2716> 記憶ナシ男
<2716> 記憶ナシ男

//<2717> 音速
<2717> 音速

//<2718> 無限
<2718> 無限

//<2719> エロ侍
<2719> エロ侍

//<2720> エロエロ団ナンバー１
<2720> エロエロ団ナンバー１

//<2721> ただのエロ少年
<2721> ただのエロ少年

//<2722> ユリブサイク
<2722> ユリブサイク

//<2723> ドピュッシー
<2723> ドピュッシー

//<2724> アメリカンエロドッグ
<2724> アメリカンエロドッグ

//<2725> ゼウス
<2725> ゼウス

//<2726> 日向markⅡ
<2726> 日向markⅡ

//<2727> 糞虫
<2727> 糞虫

//<2728> 量産型日向
<2728> 量産型日向

//<2729> ？？
<2729> ？？

//<2730> 「ああ…出来た」
<2730> 「ああ…出来た」

//<2731> 日向
<2731> 日向

//<2732> 男Ｂ
<2732> 男Ｂ

//<2733> エロエロ団総帥
<2733> エロエロ団総帥

//<2734> イケチン
<2734> イケチン

//<2735> ホモ太
<2735> ホモ太

//<2736> ひなチン
<2736> ひなチン

//<2737> 秀樹
<2737> 秀樹

//<2738> 男子生徒
<2738> 男子生徒

//<2739> ？？
<2739> ？？

//<2740> 「さらにその先の的となるコーヒー缶に焦点を合わせろ」
<2740> 「さらにその先の的となるコーヒー缶に焦点を合わせろ」

//<2741> 音無
<2741> 音無

//<2742> クソ坊主
<2742> クソ坊主

//<2743> 代理人
<2743> 代理人

//<2744> 微妙すぎるイケメン
<2744> 微妙すぎるイケメン

//<2745> ロリコン
<2745> ロリコン

//<2746> メガネ仲間
<2746> メガネ仲間

//<2747> 暗算日本記録保持者
<2747> 暗算日本記録保持者

//<2748> 通り魔
<2748> 通り魔

//<2749> 記憶ナシ男
<2749> 記憶ナシ男

//<2750> 音速
<2750> 音速

//<2751> 無限
<2751> 無限

//<2752> エロ侍
<2752> エロ侍

//<2753> エロエロ団ナンバー１
<2753> エロエロ団ナンバー１

//<2754> ただのエロ少年
<2754> ただのエロ少年

//<2755> ユリブサイク
<2755> ユリブサイク

//<2756> ドピュッシー
<2756> ドピュッシー

//<2757> アメリカンエロドッグ
<2757> アメリカンエロドッグ

//<2758> ゼウス
<2758> ゼウス

//<2759> 日向markⅡ
<2759> 日向markⅡ

//<2760> 糞虫
<2760> 糞虫

//<2761> 量産型日向
<2761> 量産型日向

//<2762> ？？
<2762> ？？

//<2763> 「ああ」
<2763> 「ああ」

//<2764> 日向
<2764> 日向

//<2765> 男Ｂ
<2765> 男Ｂ

//<2766> エロエロ団総帥
<2766> エロエロ団総帥

//<2767> イケチン
<2767> イケチン

//<2768> ホモ太
<2768> ホモ太

//<2769> ひなチン
<2769> ひなチン

//<2770> 秀樹
<2770> 秀樹

//<2771> 男子生徒
<2771> 男子生徒

//<2772> ？？
<2772> ？？

//<2773> 「右利きだったら、伸ばした右腕に頬を当てろ。上から見た時、直角三角形になるように」
<2773> 「右利きだったら、伸ばした右腕に頬を当てろ。上から見た時、直角三角形になるように」

//<2774> 音無
<2774> 音無

//<2775> クソ坊主
<2775> クソ坊主

//<2776> 代理人
<2776> 代理人

//<2777> 微妙すぎるイケメン
<2777> 微妙すぎるイケメン

//<2778> ロリコン
<2778> ロリコン

//<2779> メガネ仲間
<2779> メガネ仲間

//<2780> 暗算日本記録保持者
<2780> 暗算日本記録保持者

//<2781> 通り魔
<2781> 通り魔

//<2782> 記憶ナシ男
<2782> 記憶ナシ男

//<2783> 音速
<2783> 音速

//<2784> 無限
<2784> 無限

//<2785> エロ侍
<2785> エロ侍

//<2786> エロエロ団ナンバー１
<2786> エロエロ団ナンバー１

//<2787> ただのエロ少年
<2787> ただのエロ少年

//<2788> ユリブサイク
<2788> ユリブサイク

//<2789> ドピュッシー
<2789> ドピュッシー

//<2790> アメリカンエロドッグ
<2790> アメリカンエロドッグ

//<2791> ゼウス
<2791> ゼウス

//<2792> 日向markⅡ
<2792> 日向markⅡ

//<2793> 糞虫
<2793> 糞虫

//<2794> 量産型日向
<2794> 量産型日向

//<2795> ？？
<2795> ？？

//<2796> 「…できた」
<2796> 「…できた」

//<2797> 日向
<2797> 日向

//<2798> 男Ｂ
<2798> 男Ｂ

//<2799> エロエロ団総帥
<2799> エロエロ団総帥

//<2800> イケチン
<2800> イケチン

//<2801> ホモ太
<2801> ホモ太

//<2802> ひなチン
<2802> ひなチン

//<2803> 秀樹
<2803> 秀樹

//<2804> 男子生徒
<2804> 男子生徒

//<2805> ？？
<2805> ？？

//<2806> 「それで撃ってみろ」
<2806> 「それで撃ってみろ」

//<2807> 肩と両腕に力を込め、引き金を引く。
<2807> 肩と両腕に力を込め、引き金を引く。

//<2808> se_handgun2
<2808> se_handgun2

//<2809> None
<2809> None

//<2810> 日向
<2810> 日向

//<2811> 男Ｂ
<2811> 男Ｂ

//<2812> エロエロ団総帥
<2812> エロエロ団総帥

//<2813> イケチン
<2813> イケチン

//<2814> ホモ太
<2814> ホモ太

//<2815> ひなチン
<2815> ひなチン

//<2816> 秀樹
<2816> 秀樹

//<2817> 男子生徒
<2817> 男子生徒

//<2818> ？？
<2818> ？？

//<2819> 「惜しい！」
<2819> 「惜しい！」

//<2820> 着弾した岩肌から煙が上がる。
<2820> 着弾した岩肌から煙が上がる。

//<2821> 銃弾は缶のすぐ上だった。
<2821> 銃弾は缶のすぐ上だった。

//<2822> 音無
<2822> 音無

//<2823> クソ坊主
<2823> クソ坊主

//<2824> 代理人
<2824> 代理人

//<2825> 微妙すぎるイケメン
<2825> 微妙すぎるイケメン

//<2826> ロリコン
<2826> ロリコン

//<2827> メガネ仲間
<2827> メガネ仲間

//<2828> 暗算日本記録保持者
<2828> 暗算日本記録保持者

//<2829> 通り魔
<2829> 通り魔

//<2830> 記憶ナシ男
<2830> 記憶ナシ男

//<2831> 音速
<2831> 音速

//<2832> 無限
<2832> 無限

//<2833> エロ侍
<2833> エロ侍

//<2834> エロエロ団ナンバー１
<2834> エロエロ団ナンバー１

//<2835> ただのエロ少年
<2835> ただのエロ少年

//<2836> ユリブサイク
<2836> ユリブサイク

//<2837> ドピュッシー
<2837> ドピュッシー

//<2838> アメリカンエロドッグ
<2838> アメリカンエロドッグ

//<2839> ゼウス
<2839> ゼウス

//<2840> 日向markⅡ
<2840> 日向markⅡ

//<2841> 糞虫
<2841> 糞虫

//<2842> 量産型日向
<2842> 量産型日向

//<2843> ？？
<2843> ？？

//<2844> 「なんとか制御出来た…」
<2844> 「なんとか制御出来た…」

//<2845> nothing
<2845> nothing

//<2846> nothing
<2846> nothing

//<2847> nothing
<2847> nothing

//<2848> nothing
<2848> nothing

//<2849> nothing
<2849> nothing

//<2850> 音無
<2850> 音無

//<2851> クソ坊主
<2851> クソ坊主

//<2852> 代理人
<2852> 代理人

//<2853> 微妙すぎるイケメン
<2853> 微妙すぎるイケメン

//<2854> ロリコン
<2854> ロリコン

//<2855> メガネ仲間
<2855> メガネ仲間

//<2856> 暗算日本記録保持者
<2856> 暗算日本記録保持者

//<2857> 通り魔
<2857> 通り魔

//<2858> 記憶ナシ男
<2858> 記憶ナシ男

//<2859> 音速
<2859> 音速

//<2860> 無限
<2860> 無限

//<2861> エロ侍
<2861> エロ侍

//<2862> エロエロ団ナンバー１
<2862> エロエロ団ナンバー１

//<2863> ただのエロ少年
<2863> ただのエロ少年

//<2864> ユリブサイク
<2864> ユリブサイク

//<2865> ドピュッシー
<2865> ドピュッシー

//<2866> アメリカンエロドッグ
<2866> アメリカンエロドッグ

//<2867> ゼウス
<2867> ゼウス

//<2868> 日向markⅡ
<2868> 日向markⅡ

//<2869> 糞虫
<2869> 糞虫

//<2870> 量産型日向
<2870> 量産型日向

//<2871> ？？
<2871> ？？

//<2872> 「日向、お前、性癖はアレだけど、教えることがすごく上手いな…。俺もそのまま開発されていくんだろーな…」
<2872> 「日向、お前、性癖はアレだけど、教えることがすごく上手いな…。俺もそのまま開発されていくんだろーな…」

//<2873> nothing
<2873> nothing

//<2874> nothing
<2874> nothing

//<2875> nothing
<2875> nothing

//<2876> nothing
<2876> nothing

//<2877> nothing
<2877> nothing

//<2878> 日向
<2878> 日向

//<2879> 男Ｂ
<2879> 男Ｂ

//<2880> エロエロ団総帥
<2880> エロエロ団総帥

//<2881> イケチン
<2881> イケチン

//<2882> ホモ太
<2882> ホモ太

//<2883> ひなチン
<2883> ひなチン

//<2884> 秀樹
<2884> 秀樹

//<2885> 男子生徒
<2885> 男子生徒

//<2886> ？？
<2886> ？？

//<2887> 「は？　性癖？　開発？　なんだそりゃ？」
<2887> 「は？　性癖？　開発？　なんだそりゃ？」

//<2888> 音無
<2888> 音無

//<2889> クソ坊主
<2889> クソ坊主

//<2890> 代理人
<2890> 代理人

//<2891> 微妙すぎるイケメン
<2891> 微妙すぎるイケメン

//<2892> ロリコン
<2892> ロリコン

//<2893> メガネ仲間
<2893> メガネ仲間

//<2894> 暗算日本記録保持者
<2894> 暗算日本記録保持者

//<2895> 通り魔
<2895> 通り魔

//<2896> 記憶ナシ男
<2896> 記憶ナシ男

//<2897> 音速
<2897> 音速

//<2898> 無限
<2898> 無限

//<2899> エロ侍
<2899> エロ侍

//<2900> エロエロ団ナンバー１
<2900> エロエロ団ナンバー１

//<2901> ただのエロ少年
<2901> ただのエロ少年

//<2902> ユリブサイク
<2902> ユリブサイク

//<2903> ドピュッシー
<2903> ドピュッシー

//<2904> アメリカンエロドッグ
<2904> アメリカンエロドッグ

//<2905> ゼウス
<2905> ゼウス

//<2906> 日向markⅡ
<2906> 日向markⅡ

//<2907> 糞虫
<2907> 糞虫

//<2908> 量産型日向
<2908> 量産型日向

//<2909> ？？
<2909> ？？

//<2910> 「ホモだろ？」
<2910> 「ホモだろ？」

//<2911> nothing
<2911> nothing

//<2912> nothing
<2912> nothing

//<2913> nothing
<2913> nothing

//<2914> nothing
<2914> nothing

//<2915> nothing
<2915> nothing

//<2916> 日向
<2916> 日向

//<2917> 男Ｂ
<2917> 男Ｂ

//<2918> エロエロ団総帥
<2918> エロエロ団総帥

//<2919> イケチン
<2919> イケチン

//<2920> ホモ太
<2920> ホモ太

//<2921> ひなチン
<2921> ひなチン

//<2922> 秀樹
<2922> 秀樹

//<2923> 男子生徒
<2923> 男子生徒

//<2924> ？？
<2924> ？？

//<2925> 「だから、ちっがーーーう！！　って何度言わせるんだよっ！！」
<2925> 「だから、ちっがーーーう！！　って何度言わせるんだよっ！！」

//<2926> 音無
<2926> 音無

//<2927> クソ坊主
<2927> クソ坊主

//<2928> 代理人
<2928> 代理人

//<2929> 微妙すぎるイケメン
<2929> 微妙すぎるイケメン

//<2930> ロリコン
<2930> ロリコン

//<2931> メガネ仲間
<2931> メガネ仲間

//<2932> 暗算日本記録保持者
<2932> 暗算日本記録保持者

//<2933> 通り魔
<2933> 通り魔

//<2934> 記憶ナシ男
<2934> 記憶ナシ男

//<2935> 音速
<2935> 音速

//<2936> 無限
<2936> 無限

//<2937> エロ侍
<2937> エロ侍

//<2938> エロエロ団ナンバー１
<2938> エロエロ団ナンバー１

//<2939> ただのエロ少年
<2939> ただのエロ少年

//<2940> ユリブサイク
<2940> ユリブサイク

//<2941> ドピュッシー
<2941> ドピュッシー

//<2942> アメリカンエロドッグ
<2942> アメリカンエロドッグ

//<2943> ゼウス
<2943> ゼウス

//<2944> 日向markⅡ
<2944> 日向markⅡ

//<2945> 糞虫
<2945> 糞虫

//<2946> 量産型日向
<2946> 量産型日向

//<2947> ？？
<2947> ？？

//<2948> 「え…？　ホモじゃないのか…？」
<2948> 「え…？　ホモじゃないのか…？」

//<2949> nothing
<2949> nothing

//<2950> nothing
<2950> nothing

//<2951> nothing
<2951> nothing

//<2952> nothing
<2952> nothing

//<2953> nothing
<2953> nothing

//<2954> 日向
<2954> 日向

//<2955> 男Ｂ
<2955> 男Ｂ

//<2956> エロエロ団総帥
<2956> エロエロ団総帥

//<2957> イケチン
<2957> イケチン

//<2958> ホモ太
<2958> ホモ太

//<2959> ひなチン
<2959> ひなチン

//<2960> 秀樹
<2960> 秀樹

//<2961> 男子生徒
<2961> 男子生徒

//<2962> ？？
<2962> ？？

//<2963> 「じゃねーよっ！！」
<2963> 「じゃねーよっ！！」

//<2964> nothing
<2964> nothing

//<2965> nothing
<2965> nothing

//<2966> nothing
<2966> nothing

//<2967> nothing
<2967> nothing

//<2968> nothing
<2968> nothing

//<2969> 日向
<2969> 日向

//<2970> 男Ｂ
<2970> 男Ｂ

//<2971> エロエロ団総帥
<2971> エロエロ団総帥

//<2972> イケチン
<2972> イケチン

//<2973> ホモ太
<2973> ホモ太

//<2974> ひなチン
<2974> ひなチン

//<2975> 秀樹
<2975> 秀樹

//<2976> 男子生徒
<2976> 男子生徒

//<2977> ？？
<2977> ？？

//<2978> 「もし俺がホモでお前狙いだったら、銃の打ち方を教える前に、銃で脅して、なんかしてたんじゃねーの！？」
<2978> 「もし俺がホモでお前狙いだったら、銃の打ち方を教える前に、銃で脅して、なんかしてたんじゃねーの！？」

//<2979> 納得する
<2979> 納得する

//<2980> それすら疑う
<2980> それすら疑う

//<2981> selbtn : 
<2981> selbtn : 

//<2982> 音無
<2982> 音無

//<2983> クソ坊主
<2983> クソ坊主

//<2984> 代理人
<2984> 代理人

//<2985> 微妙すぎるイケメン
<2985> 微妙すぎるイケメン

//<2986> ロリコン
<2986> ロリコン

//<2987> メガネ仲間
<2987> メガネ仲間

//<2988> 暗算日本記録保持者
<2988> 暗算日本記録保持者

//<2989> 通り魔
<2989> 通り魔

//<2990> 記憶ナシ男
<2990> 記憶ナシ男

//<2991> 音速
<2991> 音速

//<2992> 無限
<2992> 無限

//<2993> エロ侍
<2993> エロ侍

//<2994> エロエロ団ナンバー１
<2994> エロエロ団ナンバー１

//<2995> ただのエロ少年
<2995> ただのエロ少年

//<2996> ユリブサイク
<2996> ユリブサイク

//<2997> ドピュッシー
<2997> ドピュッシー

//<2998> アメリカンエロドッグ
<2998> アメリカンエロドッグ

//<2999> ゼウス
<2999> ゼウス

//<3000> 日向markⅡ
<3000> 日向markⅡ

//<3001> 糞虫
<3001> 糞虫

//<3002> 量産型日向
<3002> 量産型日向

//<3003> ？？
<3003> ？？

//<3004> 「おお…なるほど、まったくその通りだ！」
<3004> 「おお…なるほど、まったくその通りだ！」

//<3005> 高松
<3005> 高松

//<3006> 「日向さんは、言葉がお上手ですね」
<3006> 「日向さんは、言葉がお上手ですね」

//<3007> nothing
<3007> nothing

//<3008> nothing
<3008> nothing

//<3009> nothing
<3009> nothing

//<3010> nothing
<3010> nothing

//<3011> nothing
<3011> nothing

//<3012> 日向
<3012> 日向

//<3013> 男Ｂ
<3013> 男Ｂ

//<3014> エロエロ団総帥
<3014> エロエロ団総帥

//<3015> イケチン
<3015> イケチン

//<3016> ホモ太
<3016> ホモ太

//<3017> ひなチン
<3017> ひなチン

//<3018> 秀樹
<3018> 秀樹

//<3019> 男子生徒
<3019> 男子生徒

//<3020> ？？
<3020> ？？

//<3021> 「だっからちがうっつーーーの！！」
<3021> 「だっからちがうっつーーーの！！」

//<3022> いきなり、高松の発言により、疑惑が再浮上する。
<3022> いきなり、高松の発言により、疑惑が再浮上する。

//<3023> 日向はノーマルかもしれない
<3023> 日向はノーマルかもしれない

//<3024> 日向はホモだと確信する
<3024> 日向はホモだと確信する

//<3025> selbtn : 
<3025> selbtn : 

//<3026> nothing
<3026> nothing

//<3027> nothing
<3027> nothing

//<3028> nothing
<3028> nothing

//<3029> nothing
<3029> nothing

//<3030> nothing
