// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
<2737> ユリブサイク

//<2738> ドピュッシー
<2738> ドピュッシー

//<2739> アメリカンエロドッグ
<2739> アメリカンエロドッグ

//<2740> ゼウス
<2740> ゼウス

//<2741> 日向markⅡ
<2741> 日向markⅡ

//<2742> 糞虫
<2742> 糞虫

//<2743> 量産型日向
<2743> 量産型日向

//<2744> ？？
<2744> ？？

//<2745> （いや、飲み込まれるな…飲み込まれるな…）
<2745> （いや、飲み込まれるな…飲み込まれるな…）

//<2746> se_pitching1
<2746> se_pitching1

//<2747> 山倉のサイン通りに投げる。
<2747> 山倉のサイン通りに投げる。

//<2748> やっぱり俺はこの４番を恐れているようだ。低めがことごとくボールになる。
<2748> やっぱり俺はこの４番を恐れているようだ。低めがことごとくボールになる。

//<2749> ３ボール、１ストライクと苦しいカウント。
<2749> ３ボール、１ストライクと苦しいカウント。

//<2750> 音無
<2750> 音無

//<2751> クソ坊主
<2751> クソ坊主

//<2752> 代理人
<2752> 代理人

//<2753> 微妙すぎるイケメン
<2753> 微妙すぎるイケメン

//<2754> ロリコン
<2754> ロリコン

//<2755> メガネ仲間
<2755> メガネ仲間

//<2756> 暗算日本記録保持者
<2756> 暗算日本記録保持者

//<2757> 通り魔
<2757> 通り魔

//<2758> 記憶ナシ男
<2758> 記憶ナシ男

//<2759> 音速
<2759> 音速

//<2760> 無限
<2760> 無限

//<2761> エロ侍
<2761> エロ侍

//<2762> エロエロ団ナンバー１
<2762> エロエロ団ナンバー１

//<2763> ただのエロ少年
<2763> ただのエロ少年

//<2764> ユリブサイク
<2764> ユリブサイク

//<2765> ドピュッシー
<2765> ドピュッシー

//<2766> アメリカンエロドッグ
<2766> アメリカンエロドッグ

//<2767> ゼウス
<2767> ゼウス

//<2768> 日向markⅡ
<2768> 日向markⅡ

//<2769> 糞虫
<2769> 糞虫

//<2770> 量産型日向
<2770> 量産型日向

//<2771> ？？
<2771> ？？

//<2772> （厳しいな…押し出しだけは避けたい…）
<2772> （厳しいな…押し出しだけは避けたい…）

//<2773> se_pitching1
<2773> se_pitching1

//<2774> その思いがよくなかった。
<2774> その思いがよくなかった。

//<2775> 山倉が構えていた場所とはまったく違う、ど真ん中の棒球。
<2775> 山倉が構えていた場所とはまったく違う、ど真ん中の棒球。

//<2776> se_hitting_long
<2776> se_hitting_long

//<2777> カィン！という、清々しいほどの音。
<2777> カィン！という、清々しいほどの音。

//<2778> 走者一掃の二塁打。
<2778> 走者一掃の二塁打。

//<2779> ４点差がついて、いまだノーアウト。
<2779> ４点差がついて、いまだノーアウト。

//<2780> 俺達にこの状況を引っくり返すような力も気持ちもなく…。
<2780> 俺達にこの状況を引っくり返すような力も気持ちもなく…。

//<2781> nothing
<2781> nothing

//<2782> 
<2782> 

//<2783> 
<2783> 

//<2784> nothing
<2784> nothing

//<2785> 主審
<2785> 主審

//<2786> 「ゲームセット！」
<2786> 「ゲームセット！」

//<2787> ７点差がついて、コールドゲームに。
<2787> ７点差がついて、コールドゲームに。

//<2788> 負けた…。
<2788> 負けた…。

//<2789> 岩沢とのキスが…。
<2789> 岩沢とのキスが…。

//<2790> 音無
<2790> 音無

//<2791> クソ坊主
<2791> クソ坊主

//<2792> 代理人
<2792> 代理人

//<2793> 微妙すぎるイケメン
<2793> 微妙すぎるイケメン

//<2794> ロリコン
<2794> ロリコン

//<2795> メガネ仲間
<2795> メガネ仲間

//<2796> 暗算日本記録保持者
<2796> 暗算日本記録保持者

//<2797> 通り魔
<2797> 通り魔

//<2798> 記憶ナシ男
<2798> 記憶ナシ男

//<2799> 音速
<2799> 音速

//<2800> 無限
<2800> 無限

//<2801> エロ侍
<2801> エロ侍

//<2802> エロエロ団ナンバー１
<2802> エロエロ団ナンバー１

//<2803> ただのエロ少年
<2803> ただのエロ少年

//<2804> ユリブサイク
<2804> ユリブサイク

//<2805> ドピュッシー
<2805> ドピュッシー

//<2806> アメリカンエロドッグ
<2806> アメリカンエロドッグ

//<2807> ゼウス
<2807> ゼウス

//<2808> 日向markⅡ
<2808> 日向markⅡ

//<2809> 糞虫
<2809> 糞虫

//<2810> 量産型日向
<2810> 量産型日向

//<2811> ？？
<2811> ？？

//<2812> 「うあぁぁぁぁぁぁーーーーーーーー…」
<2812> 「うあぁぁぁぁぁぁーーーーーーーー…」

//<2813> nothing
<2813> nothing

//<2814> nothing
<2814> nothing

//<2815> nothing
<2815> nothing

//<2816> nothing
<2816> nothing

//<2817> nothing
<2817> nothing

//<2818> 岩沢
<2818> 岩沢

//<2819> 「だから、勝ったらラッキーレベルなんだってばよ。どんだけショック受けてるんだよ…」
<2819> 「だから、勝ったらラッキーレベルなんだってばよ。どんだけショック受けてるんだよ…」

//<2820> その岩沢の艶やかな唇…それを奪えないなんて…。
<2820> その岩沢の艶やかな唇…それを奪えないなんて…。

//<2821> nothing
<2821> nothing

//<2822> nothing
<2822> nothing

//<2823> nothing
<2823> nothing

//<2824> nothing
<2824> nothing

//<2825> nothing
<2825> nothing

//<2826> nothing
<2826> nothing

//<2827> 音無
<2827> 音無

//<2828> クソ坊主
<2828> クソ坊主

//<2829> 代理人
<2829> 代理人

//<2830> 微妙すぎるイケメン
<2830> 微妙すぎるイケメン

//<2831> ロリコン
<2831> ロリコン

//<2832> メガネ仲間
<2832> メガネ仲間

//<2833> 暗算日本記録保持者
<2833> 暗算日本記録保持者

//<2834> 通り魔
<2834> 通り魔

//<2835> 記憶ナシ男
<2835> 記憶ナシ男

//<2836> 音速
<2836> 音速

//<2837> 無限
<2837> 無限

//<2838> エロ侍
<2838> エロ侍

//<2839> エロエロ団ナンバー１
<2839> エロエロ団ナンバー１

//<2840> ただのエロ少年
<2840> ただのエロ少年

//<2841> ユリブサイク
<2841> ユリブサイク

//<2842> ドピュッシー
<2842> ドピュッシー

//<2843> アメリカンエロドッグ
<2843> アメリカンエロドッグ

//<2844> ゼウス
<2844> ゼウス

//<2845> 日向markⅡ
<2845> 日向markⅡ

//<2846> 糞虫
<2846> 糞虫

//<2847> 量産型日向
<2847> 量産型日向

//<2848> ？？
<2848> ？？

//<2849> 「うおぉぉぉーーーーーーーーー…！！」
<2849> 「うおぉぉぉーーーーーーーーー…！！」

//<2850> ひさ子
<2850> ひさ子

//<2851> 「どんだけ凹んでんだよ、こいつ…」
<2851> 「どんだけ凹んでんだよ、こいつ…」

//<2852> 同時に岩沢とのキスも、儚く消えた…。
<2852> 同時に岩沢とのキスも、儚く消えた…。

//<2853> 音無
<2853> 音無

//<2854> クソ坊主
<2854> クソ坊主

//<2855> 代理人
<2855> 代理人

//<2856> 微妙すぎるイケメン
<2856> 微妙すぎるイケメン

//<2857> ロリコン
<2857> ロリコン

//<2858> メガネ仲間
<2858> メガネ仲間

//<2859> 暗算日本記録保持者
<2859> 暗算日本記録保持者

//<2860> 通り魔
<2860> 通り魔

//<2861> 記憶ナシ男
<2861> 記憶ナシ男

//<2862> 音速
<2862> 音速

//<2863> 無限
<2863> 無限

//<2864> エロ侍
<2864> エロ侍

//<2865> エロエロ団ナンバー１
<2865> エロエロ団ナンバー１

//<2866> ただのエロ少年
<2866> ただのエロ少年

//<2867> ユリブサイク
<2867> ユリブサイク

//<2868> ドピュッシー
<2868> ドピュッシー

//<2869> アメリカンエロドッグ
<2869> アメリカンエロドッグ

//<2870> ゼウス
<2870> ゼウス

//<2871> 日向markⅡ
<2871> 日向markⅡ

//<2872> 糞虫
<2872> 糞虫

//<2873> 量産型日向
<2873> 量産型日向

//<2874> ？？
<2874> ？？

//<2875> （うあぁぁぁぁーーーーーーー…）
<2875> （うあぁぁぁぁーーーーーーー…）

//<2876> 心の中で、泣く。
<2876> 心の中で、泣く。

//<2877> nothing
<2877> nothing

//<2878> nothing
<2878> nothing

//<2879> nothing
<2879> nothing

//<2880> nothing
<2880> nothing

//<2881> nothing
<2881> nothing

//<2882> 岩沢
<2882> 岩沢

//<2883> 「なんか、すげー生気がない顔してるぜ？」
<2883> 「なんか、すげー生気がない顔してるぜ？」

//<2884> 音無
<2884> 音無

//<2885> クソ坊主
<2885> クソ坊主

//<2886> 代理人
<2886> 代理人

//<2887> 微妙すぎるイケメン
<2887> 微妙すぎるイケメン

//<2888> ロリコン
<2888> ロリコン

//<2889> メガネ仲間
<2889> メガネ仲間

//<2890> 暗算日本記録保持者
<2890> 暗算日本記録保持者

//<2891> 通り魔
<2891> 通り魔

//<2892> 記憶ナシ男
<2892> 記憶ナシ男

//<2893> 音速
<2893> 音速

//<2894> 無限
<2894> 無限

//<2895> エロ侍
<2895> エロ侍

//<2896> エロエロ団ナンバー１
<2896> エロエロ団ナンバー１

//<2897> ただのエロ少年
<2897> ただのエロ少年

//<2898> ユリブサイク
<2898> ユリブサイク

//<2899> ドピュッシー
<2899> ドピュッシー

//<2900> アメリカンエロドッグ
<2900> アメリカンエロドッグ

//<2901> ゼウス
<2901> ゼウス

//<2902> 日向markⅡ
<2902> 日向markⅡ

//<2903> 糞虫
<2903> 糞虫

//<2904> 量産型日向
<2904> 量産型日向

//<2905> ？？
<2905> ？？

//<2906> 「来年に賭ける…」
<2906> 「来年に賭ける…」

//<2907> nothing
<2907> nothing

//<2908> nothing
<2908> nothing

//<2909> nothing
<2909> nothing

//<2910> nothing
<2910> nothing

//<2911> nothing
<2911> nothing

//<2912> 岩沢
<2912> 岩沢

//<2913> 「へぇ、野球、好きだったんだな」
<2913> 「へぇ、野球、好きだったんだな」

//<2914> お前が好きなんだ、とも言えず。
<2914> お前が好きなんだ、とも言えず。

//<2915> しばらく経ってから、思い出す。
<2915> しばらく経ってから、思い出す。

//<2916> 完封したら、岩沢がキスしてくれる、という約束だったはずだ…。
<2916> 完封したら、岩沢がキスしてくれる、という約束だったはずだ…。

//<2917> nothing
<2917> nothing

//<2918> nothing
<2918> nothing

//<2919> nothing
<2919> nothing

//<2920> nothing
<2920> nothing

//<2921> nothing
<2921> nothing

//<2922> 音無
<2922> 音無

//<2923> クソ坊主
<2923> クソ坊主

//<2924> 代理人
<2924> 代理人

//<2925> 微妙すぎるイケメン
<2925> 微妙すぎるイケメン

//<2926> ロリコン
<2926> ロリコン

//<2927> メガネ仲間
<2927> メガネ仲間

//<2928> 暗算日本記録保持者
<2928> 暗算日本記録保持者

//<2929> 通り魔
<2929> 通り魔

//<2930> 記憶ナシ男
<2930> 記憶ナシ男

//<2931> 音速
<2931> 音速

//<2932> 無限
<2932> 無限

//<2933> エロ侍
<2933> エロ侍

//<2934> エロエロ団ナンバー１
<2934> エロエロ団ナンバー１

//<2935> ただのエロ少年
<2935> ただのエロ少年

//<2936> ユリブサイク
<2936> ユリブサイク

//<2937> ドピュッシー
<2937> ドピュッシー

//<2938> アメリカンエロドッグ
<2938> アメリカンエロドッグ

//<2939> ゼウス
<2939> ゼウス

//<2940> 日向markⅡ
<2940> 日向markⅡ

//<2941> 糞虫
<2941> 糞虫

//<2942> 量産型日向
<2942> 量産型日向

//<2943> ？？
<2943> ？？

//<2944> 「なあ…岩沢…」
<2944> 「なあ…岩沢…」

//<2945> 緊張する。
<2945> 緊張する。

//<2946> 音無
<2946> 音無

//<2947> クソ坊主
<2947> クソ坊主

//<2948> 代理人
<2948> 代理人

//<2949> 微妙すぎるイケメン
<2949> 微妙すぎるイケメン

//<2950> ロリコン
<2950> ロリコン

//<2951> メガネ仲間
<2951> メガネ仲間

//<2952> 暗算日本記録保持者
<2952> 暗算日本記録保持者

//<2953> 通り魔
<2953> 通り魔

//<2954> 記憶ナシ男
<2954> 記憶ナシ男

//<2955> 音速
<2955> 音速

//<2956> 無限
<2956> 無限

//<2957> エロ侍
<2957> エロ侍

//<2958> エロエロ団ナンバー１
<2958> エロエロ団ナンバー１

//<2959> ただのエロ少年
<2959> ただのエロ少年

//<2960> ユリブサイク
<2960> ユリブサイク

//<2961> ドピュッシー
<2961> ドピュッシー

//<2962> アメリカンエロドッグ
<2962> アメリカンエロドッグ

//<2963> ゼウス
<2963> ゼウス

//<2964> 日向markⅡ
<2964> 日向markⅡ

//<2965> 糞虫
<2965> 糞虫

//<2966> 量産型日向
<2966> 量産型日向

//<2967> ？？
<2967> ？？

//<2968> 「俺、さっきの試合、完封したんだが…」
<2968> 「俺、さっきの試合、完封したんだが…」

//<2969> nothing
<2969> nothing

//<2970> nothing
<2970> nothing

//<2971> nothing
<2971> nothing

//<2972> nothing
<2972> nothing

//<2973> nothing
<2973> nothing

//<2974> 岩沢
<2974> 岩沢

//<2975> 「だな。よくやった」
<2975> 「だな。よくやった」

//<2976> 音無
<2976> 音無

//<2977> クソ坊主
<2977> クソ坊主

//<2978> 代理人
<2978> 代理人

//<2979> 微妙すぎるイケメン
<2979> 微妙すぎるイケメン

//<2980> ロリコン
<2980> ロリコン

//<2981> メガネ仲間
<2981> メガネ仲間

//<2982> 暗算日本記録保持者
<2982> 暗算日本記録保持者

//<2983> 通り魔
<2983> 通り魔

//<2984> 記憶ナシ男
<2984> 記憶ナシ男

//<2985> 音速
<2985> 音速

//<2986> 無限
<2986> 無限

//<2987> エロ侍
<2987> エロ侍

//<2988> エロエロ団ナンバー１
<2988> エロエロ団ナンバー１

//<2989> ただのエロ少年
<2989> ただのエロ少年

//<2990> ユリブサイク
<2990> ユリブサイク

//<2991> ドピュッシー
<2991> ドピュッシー

//<2992> アメリカンエロドッグ
<2992> アメリカンエロドッグ

//<2993> ゼウス
<2993> ゼウス

//<2994> 日向markⅡ
<2994> 日向markⅡ

//<2995> 糞虫
<2995> 糞虫

//<2996> 量産型日向
<2996> 量産型日向

//<2997> ？？
<2997> ？？

//<2998> 「その時の約束…覚えてるか？」
<2998> 「その時の約束…覚えてるか？」

//<2999> nothing
<2999> nothing

//<3000> nothing
<3000> nothing

//<3001> nothing
<3001> nothing

//<3002> nothing
<3002> nothing

//<3003> nothing
<3003> nothing

//<3004> 岩沢
<3004> 岩沢

//<3005> 「え？　約束？　なんのことだ？」
<3005> 「え？　約束？　なんのことだ？」

//<3006> 音無
<3006> 音無

//<3007> クソ坊主
<3007> クソ坊主

//<3008> 代理人
<3008> 代理人

//<3009> 微妙すぎるイケメン
<3009> 微妙すぎるイケメン

//<3010> ロリコン
<3010> ロリコン

//<3011> メガネ仲間
<3011> メガネ仲間

//<3012> 暗算日本記録保持者
<3012> 暗算日本記録保持者

//<3013> 通り魔
<3013> 通り魔

//<3014> 記憶ナシ男
<3014> 記憶ナシ男

//<3015> 音速
<3015> 音速

//<3016> 無限
<3016> 無限

//<3017> エロ侍
<3017> エロ侍

//<3018> エロエロ団ナンバー１
<3018> エロエロ団ナンバー１

//<3019> ただのエロ少年
<3019> ただのエロ少年

//<3020> ユリブサイク
<3020> ユリブサイク

//<3021> ドピュッシー
<3021> ドピュッシー

//<3022> アメリカンエロドッグ
<3022> アメリカンエロドッグ

//<3023> ゼウス
<3023> ゼウス

//<3024> 日向markⅡ
<3024> 日向markⅡ

//<3025> 糞虫
<3025> 糞虫

//<3026> 量産型日向
<3026> 量産型日向

//<3027> ？？
