// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 日向
//<4046> エロエロ団総帥
<4046> エロエロ団総帥

//<4047> イケチン
<4047> イケチン

//<4048> ホモ太
<4048> ホモ太

//<4049> ひなチン
<4049> ひなチン

//<4050> 秀樹
<4050> 秀樹

//<4051> 男子生徒
<4051> 男子生徒

//<4052> ？？
<4052> ？？

//<4053> 「ああ、さっきエロエロ団ナンバー１が成功させたから、次はお前が頑張れ！」
<4053> 「ああ、さっきエロエロ団ナンバー１が成功させたから、次はお前が頑張れ！」

//<4054> nothing
<4054> nothing

//<4055> nothing
<4055> nothing

//<4056> nothing
<4056> nothing

//<4057> nothing
<4057> nothing

//<4058> nothing
<4058> nothing

//<4059> 日向
<4059> 日向

//<4060> 男Ｂ
<4060> 男Ｂ

//<4061> エロエロ団総帥
<4061> エロエロ団総帥

//<4062> イケチン
<4062> イケチン

//<4063> ホモ太
<4063> ホモ太

//<4064> ひなチン
<4064> ひなチン

//<4065> 秀樹
<4065> 秀樹

//<4066> 男子生徒
<4066> 男子生徒

//<4067> ？？
<4067> ？？

//<4068> 「ああ、さっきアメリカンエロドッグが成功させたから、次はお前が頑張れ！」
<4068> 「ああ、さっきアメリカンエロドッグが成功させたから、次はお前が頑張れ！」

//<4069> nothing
<4069> nothing

//<4070> nothing
<4070> nothing

//<4071> nothing
<4071> nothing

//<4072> nothing
<4072> nothing

//<4073> nothing
<4073> nothing

//<4074> 日向
<4074> 日向

//<4075> 男Ｂ
<4075> 男Ｂ

//<4076> エロエロ団総帥
<4076> エロエロ団総帥

//<4077> イケチン
<4077> イケチン

//<4078> ホモ太
<4078> ホモ太

//<4079> ひなチン
<4079> ひなチン

//<4080> 秀樹
<4080> 秀樹

//<4081> 男子生徒
<4081> 男子生徒

//<4082> ？？
<4082> ？？

//<4083> 「ああ、さっきただのエロ少年が成功させたから、次はお前が頑張れ！」
<4083> 「ああ、さっきただのエロ少年が成功させたから、次はお前が頑張れ！」

//<4084> nothing
<4084> nothing

//<4085> nothing
<4085> nothing

//<4086> nothing
<4086> nothing

//<4087> nothing
<4087> nothing

//<4088> nothing
<4088> nothing

//<4089> 野田
<4089> 野田

//<4090> 男Ｆ
<4090> 男Ｆ

//<4091> イケパイ
<4091> イケパイ

//<4092> 男
<4092> 男

//<4093> ？？
<4093> ？？

//<4094> 「おうっ！」
<4094> 「おうっ！」

//<4095> nothing
<4095> nothing

//<4096> nothing
<4096> nothing

//<4097> nothing
<4097> nothing

//<4098> nothing
<4098> nothing

//<4099> nothing
<4099> nothing

//<4100> nothing
<4100> nothing

//<4101> だが、バスケ部のレギュラーであろう長身の男子生徒率いる相手チームに翻弄され続ける。
<4101> だが、バスケ部のレギュラーであろう長身の男子生徒率いる相手チームに翻弄され続ける。

//<4102> シュートを決めるのは常にそのバスケ部レギュラーだ。
<4102> シュートを決めるのは常にそのバスケ部レギュラーだ。

//<4103> そいつがゴール下に居ると、まったくリバウンドボールが奪えない。
<4103> そいつがゴール下に居ると、まったくリバウンドボールが奪えない。

//<4104> nothing
<4104> nothing

//<4105> nothing
<4105> nothing

//<4106> nothing
<4106> nothing

//<4107> nothing
<4107> nothing

//<4108> nothing
<4108> nothing

//<4109> se_charge
<4109> se_charge

//<4110> se_whistle
<4110> se_whistle

//<4111> 野田がそいつに体当たりを食らわし、パーソナルファウルで、フリースローを与えてしまう。
<4111> 野田がそいつに体当たりを食らわし、パーソナルファウルで、フリースローを与えてしまう。

//<4112> nothing
<4112> nothing

//<4113> nothing
<4113> nothing

//<4114> nothing
<4114> nothing

//<4115> nothing
<4115> nothing

//<4116> nothing
<4116> nothing

//<4117> 野田
<4117> 野田

//<4118> 男Ｆ
<4118> 男Ｆ

//<4119> イケパイ
<4119> イケパイ

//<4120> 男
<4120> 男

//<4121> ？？
<4121> ？？

//<4122> 「え？　またよくなかったのか？」
<4122> 「え？　またよくなかったのか？」

//<4123> 音無
<4123> 音無

//<4124> クソ坊主
<4124> クソ坊主

//<4125> 代理人
<4125> 代理人

//<4126> 微妙すぎるイケメン
<4126> 微妙すぎるイケメン

//<4127> ロリコン
<4127> ロリコン

//<4128> メガネ仲間
<4128> メガネ仲間

//<4129> 暗算日本記録保持者
<4129> 暗算日本記録保持者

//<4130> 通り魔
<4130> 通り魔

//<4131> 記憶ナシ男
<4131> 記憶ナシ男

//<4132> 音速
<4132> 音速

//<4133> 無限
<4133> 無限

//<4134> エロ侍
<4134> エロ侍

//<4135> エロエロ団ナンバー１
<4135> エロエロ団ナンバー１

//<4136> ただのエロ少年
<4136> ただのエロ少年

//<4137> ユリブサイク
<4137> ユリブサイク

//<4138> ドピュッシー
<4138> ドピュッシー

//<4139> アメリカンエロドッグ
<4139> アメリカンエロドッグ

//<4140> ゼウス
<4140> ゼウス

//<4141> 日向markⅡ
<4141> 日向markⅡ

//<4142> 糞虫
<4142> 糞虫

//<4143> 量産型日向
<4143> 量産型日向

//<4144> ？？
<4144> ？？

//<4145> 「ひゃまはれふに、ほーるを狙うチャンふを与へてひまう」
<4145> 「ひゃまはれふに、ほーるを狙うチャンふを与へてひまう」

//<4146> 音無
<4146> 音無

//<4147> クソ坊主
<4147> クソ坊主

//<4148> 代理人
<4148> 代理人

//<4149> 微妙すぎるイケメン
<4149> 微妙すぎるイケメン

//<4150> ロリコン
<4150> ロリコン

//<4151> メガネ仲間
<4151> メガネ仲間

//<4152> 暗算日本記録保持者
<4152> 暗算日本記録保持者

//<4153> 通り魔
<4153> 通り魔

//<4154> 記憶ナシ男
<4154> 記憶ナシ男

//<4155> 音速
<4155> 音速

//<4156> 無限
<4156> 無限

//<4157> エロ侍
<4157> エロ侍

//<4158> エロエロ団ナンバー１
<4158> エロエロ団ナンバー１

//<4159> ただのエロ少年
<4159> ただのエロ少年

//<4160> ユリブサイク
<4160> ユリブサイク

//<4161> ドピュッシー
<4161> ドピュッシー

//<4162> アメリカンエロドッグ
<4162> アメリカンエロドッグ

//<4163> ゼウス
<4163> ゼウス

//<4164> 日向markⅡ
<4164> 日向markⅡ

//<4165> 糞虫
<4165> 糞虫

//<4166> 量産型日向
<4166> 量産型日向

//<4167> ？？
<4167> ？？

//<4168> 「だはら、もう二度と体当たりはふるな」
<4168> 「だはら、もう二度と体当たりはふるな」

//<4169> nothing
<4169> nothing

//<4170> nothing
<4170> nothing

//<4171> nothing
<4171> nothing

//<4172> nothing
<4172> nothing

//<4173> nothing
<4173> nothing

//<4174> 野田
<4174> 野田

//<4175> 男Ｆ
<4175> 男Ｆ

//<4176> イケパイ
<4176> イケパイ

//<4177> 男
<4177> 男

//<4178> ？？
<4178> ？？

//<4179> 「すまん、よく聞き取れなかった…」
<4179> 「すまん、よく聞き取れなかった…」

//<4180> そこへ、日向が駆けつけてくれる。
<4180> そこへ、日向が駆けつけてくれる。

//<4181> 日向
<4181> 日向

//<4182> 男Ｂ
<4182> 男Ｂ

//<4183> エロエロ団総帥
<4183> エロエロ団総帥

//<4184> イケチン
<4184> イケチン

//<4185> ホモ太
<4185> ホモ太

//<4186> ひなチン
<4186> ひなチン

//<4187> 秀樹
<4187> 秀樹

//<4188> 男子生徒
<4188> 男子生徒

//<4189> ？？
<4189> ？？

//<4190> 「ファウルで、相手にフリースローを与えちまったんだよ」
<4190> 「ファウルで、相手にフリースローを与えちまったんだよ」

//<4191> nothing
<4191> nothing

//<4192> nothing
<4192> nothing

//<4193> nothing
<4193> nothing

//<4194> nothing
<4194> nothing

//<4195> nothing
<4195> nothing

//<4196> 野田
<4196> 野田

//<4197> 男Ｆ
<4197> 男Ｆ

//<4198> イケパイ
<4198> イケパイ

//<4199> 男
<4199> 男

//<4200> ？？
<4200> ？？

//<4201> 「ふりすろー？」
<4201> 「ふりすろー？」

//<4202> nothing
<4202> nothing

//<4203> nothing
<4203> nothing

//<4204> nothing
<4204> nothing

//<4205> nothing
<4205> nothing

//<4206> nothing
<4206> nothing

//<4207> 日向
<4207> 日向

//<4208> 男Ｂ
<4208> 男Ｂ

//<4209> エロエロ団総帥
<4209> エロエロ団総帥

//<4210> イケチン
<4210> イケチン

//<4211> ホモ太
<4211> ホモ太

//<4212> ひなチン
<4212> ひなチン

//<4213> 秀樹
<4213> 秀樹

//<4214> 男子生徒
<4214> 男子生徒

//<4215> ？？
<4215> ？？

//<4216> 「邪魔されずに、ゴールを狙うチャンスを与えてしまう」
<4216> 「邪魔されずに、ゴールを狙うチャンスを与えてしまう」

//<4217> nothing
<4217> nothing

//<4218> nothing
<4218> nothing

//<4219> nothing
<4219> nothing

//<4220> nothing
<4220> nothing

//<4221> nothing
<4221> nothing

//<4222> 日向
<4222> 日向

//<4223> 男Ｂ
<4223> 男Ｂ

//<4224> エロエロ団総帥
<4224> エロエロ団総帥

//<4225> イケチン
<4225> イケチン

//<4226> ホモ太
<4226> ホモ太

//<4227> ひなチン
<4227> ひなチン

//<4228> 秀樹
<4228> 秀樹

//<4229> 男子生徒
<4229> 男子生徒

//<4230> ？？
<4230> ？？

//<4231> 「だから、もう二度と体当たりはするな」
<4231> 「だから、もう二度と体当たりはするな」

//<4232> 日向が俺の言いたいことを代弁してくれた。
<4232> 日向が俺の言いたいことを代弁してくれた。

//<4233> nothing
<4233> nothing

//<4234> nothing
<4234> nothing

//<4235> nothing
<4235> nothing

//<4236> nothing
<4236> nothing

//<4237> nothing
<4237> nothing

//<4238> 野田
<4238> 野田

//<4239> 男Ｆ
<4239> 男Ｆ

//<4240> イケパイ
<4240> イケパイ

//<4241> 男
<4241> 男

//<4242> ？？
<4242> ？？

//<4243> 「そうなのか…今後気をつける…」
<4243> 「そうなのか…今後気をつける…」

//<4244> 音無
<4244> 音無

//<4245> クソ坊主
<4245> クソ坊主

//<4246> 代理人
<4246> 代理人

//<4247> 微妙すぎるイケメン
<4247> 微妙すぎるイケメン

//<4248> ロリコン
<4248> ロリコン

//<4249> メガネ仲間
<4249> メガネ仲間

//<4250> 暗算日本記録保持者
<4250> 暗算日本記録保持者

//<4251> 通り魔
<4251> 通り魔

//<4252> 記憶ナシ男
<4252> 記憶ナシ男

//<4253> 音速
<4253> 音速

//<4254> 無限
<4254> 無限

//<4255> エロ侍
<4255> エロ侍

//<4256> エロエロ団ナンバー１
<4256> エロエロ団ナンバー１

//<4257> ただのエロ少年
<4257> ただのエロ少年

//<4258> ユリブサイク
<4258> ユリブサイク

//<4259> ドピュッシー
<4259> ドピュッシー

//<4260> アメリカンエロドッグ
<4260> アメリカンエロドッグ

//<4261> ゼウス
<4261> ゼウス

//<4262> 日向markⅡ
<4262> 日向markⅡ

//<4263> 糞虫
<4263> 糞虫

//<4264> 量産型日向
<4264> 量産型日向

//<4265> ？？
<4265> ？？

//<4266> 「ああ、相手を突き飛ばしてもファールなんだ。しかもフリースローを与えてしま…ごほっ、ごほっ」
<4266> 「ああ、相手を突き飛ばしてもファールなんだ。しかもフリースローを与えてしま…ごほっ、ごほっ」

//<4267> nothing
<4267> nothing

//<4268> nothing
<4268> nothing

//<4269> nothing
<4269> nothing

//<4270> nothing
<4270> nothing

//<4271> nothing
<4271> nothing

//<4272> 野田
<4272> 野田

//<4273> 男Ｆ
<4273> 男Ｆ

//<4274> イケパイ
<4274> イケパイ

//<4275> 男
<4275> 男

//<4276> ？？
<4276> ？？

//<4277> 「おいおい、大丈夫かよ…」
<4277> 「おいおい、大丈夫かよ…」

//<4278> 音無
<4278> 音無

//<4279> クソ坊主
<4279> クソ坊主

//<4280> 代理人
<4280> 代理人

//<4281> 微妙すぎるイケメン
<4281> 微妙すぎるイケメン

//<4282> ロリコン
<4282> ロリコン

//<4283> メガネ仲間
<4283> メガネ仲間

//<4284> 暗算日本記録保持者
<4284> 暗算日本記録保持者

//<4285> 通り魔
<4285> 通り魔

//<4286> 記憶ナシ男
<4286> 記憶ナシ男

//<4287> 音速
<4287> 音速

//<4288> 無限
<4288> 無限

//<4289> エロ侍
<4289> エロ侍

//<4290> エロエロ団ナンバー１
<4290> エロエロ団ナンバー１

//<4291> ただのエロ少年
<4291> ただのエロ少年

//<4292> ユリブサイク
<4292> ユリブサイク

//<4293> ドピュッシー
<4293> ドピュッシー

//<4294> アメリカンエロドッグ
<4294> アメリカンエロドッグ

//<4295> ゼウス
<4295> ゼウス

//<4296> 日向markⅡ
<4296> 日向markⅡ

//<4297> 糞虫
<4297> 糞虫

//<4298> 量産型日向
<4298> 量産型日向

//<4299> ？？
<4299> ？？

//<4300> 「だから痰が詰まっただけだ。平気さ」
<4300> 「だから痰が詰まっただけだ。平気さ」

//<4301> nothing
<4301> nothing

//<4302> nothing
<4302> nothing

//<4303> nothing
<4303> nothing

//<4304> nothing
<4304> nothing

//<4305> nothing
<4305> nothing

//<4306> 野田
<4306> 野田

//<4307> 男Ｆ
<4307> 男Ｆ

//<4308> イケパイ
<4308> イケパイ

//<4309> 男
<4309> 男

//<4310> ？？
<4310> ？？

//<4311> 「ならいいが…で、ふりすろーとやらは？」
<4311> 「ならいいが…で、ふりすろーとやらは？」

//<4312> 音無
<4312> 音無

//<4313> クソ坊主
<4313> クソ坊主

//<4314> 代理人
<4314> 代理人

//<4315> 微妙すぎるイケメン
<4315> 微妙すぎるイケメン

//<4316> ロリコン
<4316> ロリコン

//<4317> メガネ仲間
<4317> メガネ仲間

//<4318> 暗算日本記録保持者
<4318> 暗算日本記録保持者

//<4319> 通り魔
<4319> 通り魔

//<4320> 記憶ナシ男
<4320> 記憶ナシ男

//<4321> 音速
<4321> 音速

//<4322> 無限
<4322> 無限

//<4323> エロ侍
<4323> エロ侍

//<4324> エロエロ団ナンバー１
<4324> エロエロ団ナンバー１

//<4325> ただのエロ少年
<4325> ただのエロ少年

//<4326> ユリブサイク
<4326> ユリブサイク

//<4327> ドピュッシー
<4327> ドピュッシー

//<4328> アメリカンエロドッグ
<4328> アメリカンエロドッグ

//<4329> ゼウス
<4329> ゼウス

//<4330> 日向markⅡ
<4330> 日向markⅡ

//<4331> 糞虫
<4331> 糞虫

//<4332> 量産型日向
<4332> 量産型日向

//<4333> ？？
<4333> ？？

//<4334> 「ああ、相手を突き飛ばしてもファールなんだ。しかもフリースローを与えてしまう」
<4334> 「ああ、相手を突き飛ばしてもファールなんだ。しかもフリースローを与えてしまう」

//<4335> nothing
<4335> nothing

//<4336> nothing
<4336> nothing

//<4337> nothing
<4337> nothing

//<4338> nothing
<4338> nothing

//<4339> nothing
<4339> nothing

//<4340> 野田
<4340> 野田

//<4341> 男Ｆ
<4341> 男Ｆ

//<4342> イケパイ
<4342> イケパイ

//<4343> 男
<4343> 男

//<4344> ？？
<4344> ？？

//<4345> 「ふりーすろー？」
<4345> 「ふりーすろー？」

//<4346> 音無
<4346> 音無

//<4347> クソ坊主
<4347> クソ坊主

//<4348> 代理人
<4348> 代理人

//<4349> 微妙すぎるイケメン
<4349> 微妙すぎるイケメン

//<4350> ロリコン
<4350> ロリコン

//<4351> メガネ仲間
<4351> メガネ仲間

//<4352> 暗算日本記録保持者
<4352> 暗算日本記録保持者

//<4353> 通り魔
<4353> 通り魔

//<4354> 記憶ナシ男
<4354> 記憶ナシ男

//<4355> 音速
<4355> 音速

//<4356> 無限
<4356> 無限

//<4357> エロ侍
<4357> エロ侍

//<4358> エロエロ団ナンバー１
<4358> エロエロ団ナンバー１

//<4359> ただのエロ少年
<4359> ただのエロ少年

//<4360> ユリブサイク
<4360> ユリブサイク

//<4361> ドピュッシー
<4361> ドピュッシー

//<4362> アメリカンエロドッグ
<4362> アメリカンエロドッグ

//<4363> ゼウス
<4363> ゼウス

//<4364> 日向markⅡ
<4364> 日向markⅡ

//<4365> 糞虫
<4365> 糞虫

//<4366> 量産型日向
<4366> 量産型日向

//<4367> ？？
<4367> ？？

//<4368> 「邪魔されずに、ゴールを狙うチャンスを与えてしまう」
<4368> 「邪魔されずに、ゴールを狙うチャンスを与えてしまう」

//<4369> 音無
<4369> 音無

//<4370> クソ坊主
<4370> クソ坊主

//<4371> 代理人
<4371> 代理人

//<4372> 微妙すぎるイケメン
<4372> 微妙すぎるイケメン

//<4373> ロリコン
<4373> ロリコン

//<4374> メガネ仲間
<4374> メガネ仲間

//<4375> 暗算日本記録保持者
<4375> 暗算日本記録保持者

//<4376> 通り魔
<4376> 通り魔

//<4377> 記憶ナシ男
<4377> 記憶ナシ男

//<4378> 音速
<4378> 音速

//<4379> 無限
<4379> 無限

//<4380> エロ侍
<4380> エロ侍

//<4381> エロエロ団ナンバー１
<4381> エロエロ団ナンバー１

//<4382> ただのエロ少年
<4382> ただのエロ少年

//<4383> ユリブサイク
<4383> ユリブサイク

//<4384> ドピュッシー
<4384> ドピュッシー

//<4385> アメリカンエロドッグ
<4385> アメリカンエロドッグ

//<4386> ゼウス
<4386> ゼウス

//<4387> 日向markⅡ
<4387> 日向markⅡ

//<4388> 糞虫
<4388> 糞虫

//<4389> 量産型日向
<4389> 量産型日向

//<4390> ？？
<4390> ？？

//<4391> 「だから、もう二度と体当たりはするな」
<4391> 「だから、もう二度と体当たりはするな」

//<4392> nothing
<4392> nothing

//<4393> nothing
<4393> nothing

//<4394> nothing
<4394> nothing

//<4395> nothing
<4395> nothing

//<4396> nothing
<4396> nothing

//<4397> 野田
<4397> 野田

//<4398> 男Ｆ
<4398> 男Ｆ

//<4399> イケパイ
<4399> イケパイ
