// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> -1st beat- EPISODE.Matsushita
<0000> -1st beat- EPISODE.Matsushita

//<0001> 松下
//<13113> 通り魔
<13113> 通り魔

//<13114> 記憶ナシ男
<13114> 記憶ナシ男

//<13115> 音速
<13115> 音速

//<13116> 無限
<13116> 無限

//<13117> エロ侍
<13117> エロ侍

//<13118> エロエロ団ナンバー１
<13118> エロエロ団ナンバー１

//<13119> ただのエロ少年
<13119> ただのエロ少年

//<13120> ユリブサイク
<13120> ユリブサイク

//<13121> ドピュッシー
<13121> ドピュッシー

//<13122> アメリカンエロドッグ
<13122> アメリカンエロドッグ

//<13123> ゼウス
<13123> ゼウス

//<13124> 日向markⅡ
<13124> 日向markⅡ

//<13125> 糞虫
<13125> 糞虫

//<13126> 量産型日向
<13126> 量産型日向

//<13127> ？？
<13127> ？？

//<13128> 「それには突っ込まずにいてくれ…」
<13128> 「それには突っ込まずにいてくれ…」

//<13129> nothing
<13129> nothing

//<13130> nothing
<13130> nothing

//<13131> nothing
<13131> nothing

//<13132> nothing
<13132> nothing

//<13133> nothing
<13133> nothing

//<13134> 松下
<13134> 松下

//<13135> 「うーーむ…」
<13135> 「うーーむ…」

//<13136> 筆を握り、キャンバスに向かう椎名を前にして、護騨が思案を始める。
<13136> 筆を握り、キャンバスに向かう椎名を前にして、護騨が思案を始める。

//<13137> 少しでも、何かを思い出そうと懸命な様子が傍から見ても、よくわかる。
<13137> 少しでも、何かを思い出そうと懸命な様子が傍から見ても、よくわかる。

//<13138> 松下
<13138> 松下

//<13139> 「まず…」
<13139> 「まず…」

//<13140> 音無
<13140> 音無

//<13141> クソ坊主
<13141> クソ坊主

//<13142> 代理人
<13142> 代理人

//<13143> 微妙すぎるイケメン
<13143> 微妙すぎるイケメン

//<13144> ロリコン
<13144> ロリコン

//<13145> メガネ仲間
<13145> メガネ仲間

//<13146> 暗算日本記録保持者
<13146> 暗算日本記録保持者

//<13147> 通り魔
<13147> 通り魔

//<13148> 記憶ナシ男
<13148> 記憶ナシ男

//<13149> 音速
<13149> 音速

//<13150> 無限
<13150> 無限

//<13151> エロ侍
<13151> エロ侍

//<13152> エロエロ団ナンバー１
<13152> エロエロ団ナンバー１

//<13153> ただのエロ少年
<13153> ただのエロ少年

//<13154> ユリブサイク
<13154> ユリブサイク

//<13155> ドピュッシー
<13155> ドピュッシー

//<13156> アメリカンエロドッグ
<13156> アメリカンエロドッグ

//<13157> ゼウス
<13157> ゼウス

//<13158> 日向markⅡ
<13158> 日向markⅡ

//<13159> 糞虫
<13159> 糞虫

//<13160> 量産型日向
<13160> 量産型日向

//<13161> ？？
<13161> ？？

//<13162> 「…まず」
<13162> 「…まず」

//<13163> 松下
<13163> 松下

//<13164> 「目がふたつだな」
<13164> 「目がふたつだな」

//<13165> nothing
<13165> nothing

//<13166> nothing
<13166> nothing

//<13167> nothing
<13167> nothing

//<13168> nothing
<13168> nothing

//<13169> nothing
<13169> nothing

//<13170> 椎名
<13170> 椎名

//<13171> 「わかった。目はふたつ、と」
<13171> 「わかった。目はふたつ、と」

//<13172> nothing
<13172> nothing

//<13173> nothing
<13173> nothing

//<13174> nothing
<13174> nothing

//<13175> nothing
<13175> nothing

//<13176> nothing
<13176> nothing

//<13177> こんなんで大丈夫なのだろうか。
<13177> こんなんで大丈夫なのだろうか。

//<13178> 松下
<13178> 松下

//<13179> 「あと、鼻がひとつで口がひとつ、そうそう耳は左右にふたつだな」
<13179> 「あと、鼻がひとつで口がひとつ、そうそう耳は左右にふたつだな」

//<13180> nothing
<13180> nothing

//<13181> nothing
<13181> nothing

//<13182> nothing
<13182> nothing

//<13183> nothing
<13183> nothing

//<13184> nothing
<13184> nothing

//<13185> 椎名
<13185> 椎名

//<13186> 「ほぅ…毛は？」
<13186> 「ほぅ…毛は？」

//<13187> 松下
<13187> 松下

//<13188> 「眉毛、まつげ、そして頭にはがっつりと…」
<13188> 「眉毛、まつげ、そして頭にはがっつりと…」

//<13189> nothing
<13189> nothing

//<13190> nothing
<13190> nothing

//<13191> nothing
<13191> nothing

//<13192> nothing
<13192> nothing

//<13193> nothing
<13193> nothing

//<13194> 椎名
<13194> 椎名

//<13195> 「む…」
<13195> 「む…」

//<13196> nothing
<13196> nothing

//<13197> nothing
<13197> nothing

//<13198> nothing
<13198> nothing

//<13199> nothing
<13199> nothing

//<13200> nothing
<13200> nothing

//<13201> 椎名
<13201> 椎名

//<13202> 「ということは、もしかして…」
<13202> 「ということは、もしかして…」

//<13203> nothing
<13203> nothing

//<13204> nothing
<13204> nothing

//<13205> nothing
<13205> nothing

//<13206> nothing
<13206> nothing

//<13207> nothing
<13207> nothing

//<13208> 椎名
<13208> 椎名

//<13209> 「相手は人間なのか…？」
<13209> 「相手は人間なのか…？」

//<13210> 松下
<13210> 松下

//<13211> 「ああ、人間だ」
<13211> 「ああ、人間だ」

//<13212> nothing
<13212> nothing

//<13213> nothing
<13213> nothing

//<13214> nothing
<13214> nothing

//<13215> nothing
<13215> nothing

//<13216> nothing
<13216> nothing

//<13217> nothing
<13217> nothing

//<13218> 音無
<13218> 音無

//<13219> クソ坊主
<13219> クソ坊主

//<13220> 代理人
<13220> 代理人

//<13221> 微妙すぎるイケメン
<13221> 微妙すぎるイケメン

//<13222> ロリコン
<13222> ロリコン

//<13223> メガネ仲間
<13223> メガネ仲間

//<13224> 暗算日本記録保持者
<13224> 暗算日本記録保持者

//<13225> 通り魔
<13225> 通り魔

//<13226> 記憶ナシ男
<13226> 記憶ナシ男

//<13227> 音速
<13227> 音速

//<13228> 無限
<13228> 無限

//<13229> エロ侍
<13229> エロ侍

//<13230> エロエロ団ナンバー１
<13230> エロエロ団ナンバー１

//<13231> ただのエロ少年
<13231> ただのエロ少年

//<13232> ユリブサイク
<13232> ユリブサイク

//<13233> ドピュッシー
<13233> ドピュッシー

//<13234> アメリカンエロドッグ
<13234> アメリカンエロドッグ

//<13235> ゼウス
<13235> ゼウス

//<13236> 日向markⅡ
<13236> 日向markⅡ

//<13237> 糞虫
<13237> 糞虫

//<13238> 量産型日向
<13238> 量産型日向

//<13239> ？？
<13239> ？？

//<13240> 「だぁーーーー！！」
<13240> 「だぁーーーー！！」

//<13241> 俺は思いきり、叫んでしまう。
<13241> 俺は思いきり、叫んでしまう。

//<13242> nothing
<13242> nothing

//<13243> nothing
<13243> nothing

//<13244> nothing
<13244> nothing

//<13245> nothing
<13245> nothing

//<13246> 松下
<13246> 松下

//<13247> 「む？　どうした？」
<13247> 「む？　どうした？」

//<13248> 音無
<13248> 音無

//<13249> クソ坊主
<13249> クソ坊主

//<13250> 代理人
<13250> 代理人

//<13251> 微妙すぎるイケメン
<13251> 微妙すぎるイケメン

//<13252> ロリコン
<13252> ロリコン

//<13253> メガネ仲間
<13253> メガネ仲間

//<13254> 暗算日本記録保持者
<13254> 暗算日本記録保持者

//<13255> 通り魔
<13255> 通り魔

//<13256> 記憶ナシ男
<13256> 記憶ナシ男

//<13257> 音速
<13257> 音速

//<13258> 無限
<13258> 無限

//<13259> エロ侍
<13259> エロ侍

//<13260> エロエロ団ナンバー１
<13260> エロエロ団ナンバー１

//<13261> ただのエロ少年
<13261> ただのエロ少年

//<13262> ユリブサイク
<13262> ユリブサイク

//<13263> ドピュッシー
<13263> ドピュッシー

//<13264> アメリカンエロドッグ
<13264> アメリカンエロドッグ

//<13265> ゼウス
<13265> ゼウス

//<13266> 日向markⅡ
<13266> 日向markⅡ

//<13267> 糞虫
<13267> 糞虫

//<13268> 量産型日向
<13268> 量産型日向

//<13269> ？？
<13269> ？？

//<13270> 「護騨は、情報が雑すぎ！　椎名も途中まで人間と気づかないなんて、似顔絵以前の問題だぁーー！！」
<13270> 「護騨は、情報が雑すぎ！　椎名も途中まで人間と気づかないなんて、似顔絵以前の問題だぁーー！！」

//<13271> nothing
<13271> nothing

//<13272> nothing
<13272> nothing

//<13273> nothing
<13273> nothing

//<13274> nothing
<13274> nothing

//<13275> 松下
<13275> 松下

//<13276> 「…すまん、いや、ほんとに思い出せんのだ」
<13276> 「…すまん、いや、ほんとに思い出せんのだ」

//<13277> nothing
<13277> nothing

//<13278> nothing
<13278> nothing

//<13279> nothing
<13279> nothing

//<13280> nothing
<13280> nothing

//<13281> nothing
<13281> nothing

//<13282> nothing
<13282> nothing

//<13283> 申し訳なさそうにしている護騨を見ると、あまり強いことは言えない。
<13283> 申し訳なさそうにしている護騨を見ると、あまり強いことは言えない。

//<13284> そうだよな…。
<13284> そうだよな…。

//<13285> その程度でいけるなら、護騨も苦悩しないだろう。
<13285> その程度でいけるなら、護騨も苦悩しないだろう。

//<13286> 音無
<13286> 音無

//<13287> クソ坊主
<13287> クソ坊主

//<13288> 代理人
<13288> 代理人

//<13289> 微妙すぎるイケメン
<13289> 微妙すぎるイケメン

//<13290> ロリコン
<13290> ロリコン

//<13291> メガネ仲間
<13291> メガネ仲間

//<13292> 暗算日本記録保持者
<13292> 暗算日本記録保持者

//<13293> 通り魔
<13293> 通り魔

//<13294> 記憶ナシ男
<13294> 記憶ナシ男

//<13295> 音速
<13295> 音速

//<13296> 無限
<13296> 無限

//<13297> エロ侍
<13297> エロ侍

//<13298> エロエロ団ナンバー１
<13298> エロエロ団ナンバー１

//<13299> ただのエロ少年
<13299> ただのエロ少年

//<13300> ユリブサイク
<13300> ユリブサイク

//<13301> ドピュッシー
<13301> ドピュッシー

//<13302> アメリカンエロドッグ
<13302> アメリカンエロドッグ

//<13303> ゼウス
<13303> ゼウス

//<13304> 日向markⅡ
<13304> 日向markⅡ

//<13305> 糞虫
<13305> 糞虫

//<13306> 量産型日向
<13306> 量産型日向

//<13307> ？？
<13307> ？？

//<13308> 「いや、俺も悪かったよ」
<13308> 「いや、俺も悪かったよ」

//<13309> nothing
<13309> nothing

//<13310> nothing
<13310> nothing

//<13311> nothing
<13311> nothing

//<13312> nothing
<13312> nothing

//<13313> nothing
<13313> nothing

//<13314> 椎名
<13314> 椎名

//<13315> 「ところで、私はなぜ呼ばれたのか、よくわからないままなのだが」
<13315> 「ところで、私はなぜ呼ばれたのか、よくわからないままなのだが」

//<13316> そう言えば、ろくな説明もせずに連れてきたんだった。
<13316> そう言えば、ろくな説明もせずに連れてきたんだった。

//<13317> 適当にぼかしつつ、簡単に事情を説明する。
<13317> 適当にぼかしつつ、簡単に事情を説明する。

//<13318> nothing
<13318> nothing

//<13319> nothing
<13319> nothing

//<13320> nothing
<13320> nothing

//<13321> nothing
<13321> nothing

//<13322> nothing
<13322> nothing

//<13323> 椎名
<13323> 椎名

//<13324> 「なるほどな。松下の想い人の顔を、私に描かせようとしたのか」
<13324> 「なるほどな。松下の想い人の顔を、私に描かせようとしたのか」

//<13325> nothing
<13325> nothing

//<13326> nothing
<13326> nothing

//<13327> nothing
<13327> nothing

//<13328> nothing
<13328> nothing

//<13329> nothing
<13329> nothing

//<13330> 椎名
<13330> 椎名

//<13331> 「それは…いい…話だな…」
<13331> 「それは…いい…話だな…」

//<13332> 気のせいか、少し涙ぐんでいる？
<13332> 気のせいか、少し涙ぐんでいる？

//<13333> それを隠すためか、椎名は勢いよく立ち上がる。
<13333> それを隠すためか、椎名は勢いよく立ち上がる。

//<13334> nothing
<13334> nothing

//<13335> nothing
<13335> nothing

//<13336> nothing
<13336> nothing

//<13337> nothing
<13337> nothing

//<13338> nothing
<13338> nothing

//<13339> 椎名
<13339> 椎名

//<13340> 「ならば、もっといい方法がある！」
<13340> 「ならば、もっといい方法がある！」

//<13341> 音無
<13341> 音無

//<13342> クソ坊主
<13342> クソ坊主

//<13343> 代理人
<13343> 代理人

//<13344> 微妙すぎるイケメン
<13344> 微妙すぎるイケメン

//<13345> ロリコン
<13345> ロリコン

//<13346> メガネ仲間
<13346> メガネ仲間

//<13347> 暗算日本記録保持者
<13347> 暗算日本記録保持者

//<13348> 通り魔
<13348> 通り魔

//<13349> 記憶ナシ男
<13349> 記憶ナシ男

//<13350> 音速
<13350> 音速

//<13351> 無限
<13351> 無限

//<13352> エロ侍
<13352> エロ侍

//<13353> エロエロ団ナンバー１
<13353> エロエロ団ナンバー１

//<13354> ただのエロ少年
<13354> ただのエロ少年

//<13355> ユリブサイク
<13355> ユリブサイク

//<13356> ドピュッシー
<13356> ドピュッシー

//<13357> アメリカンエロドッグ
<13357> アメリカンエロドッグ

//<13358> ゼウス
<13358> ゼウス

//<13359> 日向markⅡ
<13359> 日向markⅡ

//<13360> 糞虫
<13360> 糞虫

//<13361> 量産型日向
<13361> 量産型日向

//<13362> ？？
<13362> ？？

//<13363> 「本当か？」
<13363> 「本当か？」

//<13364> nothing
<13364> nothing

//<13365> nothing
<13365> nothing

//<13366> nothing
<13366> nothing

//<13367> nothing
<13367> nothing

//<13368> nothing
<13368> nothing

//<13369> 椎名
<13369> 椎名

//<13370> 「うむ。聞けば、松下とその想い人とは血縁関係にあるのだな」
<13370> 「うむ。聞けば、松下とその想い人とは血縁関係にあるのだな」

//<13371> 音無
<13371> 音無

//<13372> クソ坊主
<13372> クソ坊主

//<13373> 代理人
<13373> 代理人

//<13374> 微妙すぎるイケメン
<13374> 微妙すぎるイケメン

//<13375> ロリコン
<13375> ロリコン

//<13376> メガネ仲間
<13376> メガネ仲間

//<13377> 暗算日本記録保持者
<13377> 暗算日本記録保持者

//<13378> 通り魔
<13378> 通り魔

//<13379> 記憶ナシ男
<13379> 記憶ナシ男

//<13380> 音速
<13380> 音速

//<13381> 無限
<13381> 無限

//<13382> エロ侍
<13382> エロ侍

//<13383> エロエロ団ナンバー１
<13383> エロエロ団ナンバー１

//<13384> ただのエロ少年
<13384> ただのエロ少年

//<13385> ユリブサイク
<13385> ユリブサイク

//<13386> ドピュッシー
<13386> ドピュッシー

//<13387> アメリカンエロドッグ
<13387> アメリカンエロドッグ

//<13388> ゼウス
<13388> ゼウス

//<13389> 日向markⅡ
<13389> 日向markⅡ

//<13390> 糞虫
<13390> 糞虫

//<13391> 量産型日向
<13391> 量産型日向

//<13392> ？？
<13392> ？？

//<13393> 「そうだな。いとこ同士ということになるのか」
<13393> 「そうだな。いとこ同士ということになるのか」

//<13394> 母親同士が姉妹ということだから、そうなるだろう。
<13394> 母親同士が姉妹ということだから、そうなるだろう。

//<13395> nothing
<13395> nothing

//<13396> nothing
<13396> nothing

//<13397> nothing
<13397> nothing

//<13398> nothing
<13398> nothing

//<13399> nothing
<13399> nothing

//<13400> 椎名
<13400> 椎名

//<13401> 「ならば、松下の顔に、その想い人の面影を探せばいいのではないか？」
<13401> 「ならば、松下の顔に、その想い人の面影を探せばいいのではないか？」

//<13402> 音無
<13402> 音無

//<13403> クソ坊主
<13403> クソ坊主

//<13404> 代理人
<13404> 代理人

//<13405> 微妙すぎるイケメン
<13405> 微妙すぎるイケメン

//<13406> ロリコン
