// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
//<3219> 量産型日向
<3219> 量産型日向

//<3220> ？？
<3220> ？？

//<3221> 「さすがにそれは出来ない」
<3221> 「さすがにそれは出来ない」

//<3222> nothing
<3222> nothing

//<3223> nothing
<3223> nothing

//<3224> nothing
<3224> nothing

//<3225> nothing
<3225> nothing

//<3226> nothing
<3226> nothing

//<3227> ゆり
<3227> ゆり

//<3228> 女生徒
<3228> 女生徒

//<3229> ？？
<3229> ？？

//<3230> 「はー…ほっとしたわ。やられていたら、即更迭するつもりだったから」
<3230> 「はー…ほっとしたわ。やられていたら、即更迭するつもりだったから」

//<3231> 危なかった…。
<3231> 危なかった…。

//<3232> nothing
<3232> nothing

//<3233> nothing
<3233> nothing

//<3234> nothing
<3234> nothing

//<3235> nothing
<3235> nothing

//<3236> nothing
<3236> nothing

//<3237> ゆり
<3237> ゆり

//<3238> 女生徒
<3238> 女生徒

//<3239> ？？
<3239> ？？

//<3240> 「用はないのよね？」
<3240> 「用はないのよね？」

//<3241> 音無
<3241> 音無

//<3242> クソ坊主
<3242> クソ坊主

//<3243> 代理人
<3243> 代理人

//<3244> 微妙すぎるイケメン
<3244> 微妙すぎるイケメン

//<3245> ロリコン
<3245> ロリコン

//<3246> メガネ仲間
<3246> メガネ仲間

//<3247> 暗算日本記録保持者
<3247> 暗算日本記録保持者

//<3248> 通り魔
<3248> 通り魔

//<3249> 記憶ナシ男
<3249> 記憶ナシ男

//<3250> 音速
<3250> 音速

//<3251> 無限
<3251> 無限

//<3252> エロ侍
<3252> エロ侍

//<3253> エロエロ団ナンバー１
<3253> エロエロ団ナンバー１

//<3254> ただのエロ少年
<3254> ただのエロ少年

//<3255> ユリブサイク
<3255> ユリブサイク

//<3256> ドピュッシー
<3256> ドピュッシー

//<3257> アメリカンエロドッグ
<3257> アメリカンエロドッグ

//<3258> ゼウス
<3258> ゼウス

//<3259> 日向markⅡ
<3259> 日向markⅡ

//<3260> 糞虫
<3260> 糞虫

//<3261> 量産型日向
<3261> 量産型日向

//<3262> ？？
<3262> ？？

//<3263> 「ああ。お前に会いに来ただけだ」
<3263> 「ああ。お前に会いに来ただけだ」

//<3264> nothing
<3264> nothing

//<3265> nothing
<3265> nothing

//<3266> nothing
<3266> nothing

//<3267> nothing
<3267> nothing

//<3268> nothing
<3268> nothing

//<3269> ゆり
<3269> ゆり

//<3270> 女生徒
<3270> 女生徒

//<3271> ？？
<3271> ？？

//<3272> 「じゃ、用は終わったわね。退室して」
<3272> 「じゃ、用は終わったわね。退室して」

//<3273> そんな…と思うが、一目見れただけでも良しとしよう。
<3273> そんな…と思うが、一目見れただけでも良しとしよう。

//<3274> dummy
<3274> dummy

//<3275> bg_kuro
<3275> bg_kuro

//<3276> ep01_bg043
<3276> ep01_bg043

//<3277> ep01_bg057
<3277> ep01_bg057

//<3278> yr0409
<3278> yr0409

//<3279> yr0101_06
<3279> yr0101_06

//<3280> m109
<3280> m109

//<3281> yr0109
<3281> yr0109

//<3282> yr0409
<3282> yr0409

//<3283> yr0401_09
<3283> yr0401_09

//<3284> yr0309
<3284> yr0309

//<3285> sys_bk_selline00
<3285> sys_bk_selline00

//<3286> yr0309_06
<3286> yr0309_06

//<3287> yr0408_09
<3287> yr0408_09

//<3288> yr0509
<3288> yr0509

//<3289> yr0308_06
<3289> yr0308_06

//<3290> yr0110
<3290> yr0110

//<3291> yr0107_06
<3291> yr0107_06

//<3292> yr0509
<3292> yr0509

//<3293> yr0301_06
<3293> yr0301_06

//<3294> yr0309
<3294> yr0309

//<3295> sys_bk_selline00
<3295> sys_bk_selline00

//<3296> yr0310_04
<3296> yr0310_04

//<3297> yr0104_01
<3297> yr0104_01

//<3298> sys_bk_selline00
<3298> sys_bk_selline00

//<3299> yr0401
<3299> yr0401

//<3300> sys_bk_selline00
<3300> sys_bk_selline00

//<3301> yr0109_06
<3301> yr0109_06

//<3302> yr0110
<3302> yr0110

//<3303> yr0109
<3303> yr0109

//<3304> yr0209_06
<3304> yr0209_06

//<3305> yr0509
<3305> yr0509

//<3306> yr0609
<3306> yr0609

//<3307> yr0508_09
<3307> yr0508_09

//<3308> yr0407
<3308> yr0407

//<3309> yr0109
<3309> yr0109

//<3310> yr0308
<3310> yr0308

//<3311> yr0310_06
<3311> yr0310_06

//<3312> yr0109
<3312> yr0109

//<3313> yr0609
<3313> yr0609

//<3314> yr0608_09
<3314> yr0608_09

//<3315> yr0609
<3315> yr0609

//<3316> sys_bk_selline00
<3316> sys_bk_selline00

//<3317> yr0109_06
<3317> yr0109_06

//<3318> yr0509
<3318> yr0509

//<3319> yr0109_06
<3319> yr0109_06

//<3320> yr0110
<3320> yr0110

//<3321> yr0108_06
<3321> yr0108_06

//<3322> yr0304_09
<3322> yr0304_09

//<3323> sys_bk_selline00
<3323> sys_bk_selline00

//<3324> yr0110_06
<3324> yr0110_06

//<3325> yr0109
<3325> yr0109

//<3326> yr0509
<3326> yr0509

//<3327> yr0608_09
<3327> yr0608_09

//<3328> yr0609
<3328> yr0609

//<3329> yr0204_09
<3329> yr0204_09

//<3330> yr0609
<3330> yr0609

//<3331> yr0308
<3331> yr0308

//<3332> yr0310
<3332> yr0310

//<3333> sys_bk_selline00
<3333> sys_bk_selline00

//<3334> yr0107
<3334> yr0107

//<3335> yr0406
<3335> yr0406

//<3336> yr0409
<3336> yr0409

//<3337> yr0304_09
<3337> yr0304_09

//<3338> yr0506
<3338> yr0506

//<3339> yr0509
<3339> yr0509

//<3340> yr0104_09
<3340> yr0104_09

//<3341> yr0104_09
<3341> yr0104_09

//<3342> yr0110_06
<3342> yr0110_06

//<3343> yr0107
<3343> yr0107

//<3344> yr0107
<3344> yr0107

//<3345> m205
<3345> m205

//<3346> yr0609
<3346> yr0609

//<3347> yr0508_09
<3347> yr0508_09

//<3348> yr0309
<3348> yr0309

//<3349> yr0107
<3349> yr0107

//<3350> yr0109
<3350> yr0109

//<3351> yr0110_06
<3351> yr0110_06

//<3352> yr0509
<3352> yr0509

//<3353> yr0309_06
<3353> yr0309_06

//<3354> yr0110
<3354> yr0110

//<3355> yr0209_06
<3355> yr0209_06

//<3356> yr0509
<3356> yr0509

//<3357> yr0107_06
<3357> yr0107_06

//<3358> yr0110
<3358> yr0110

//<3359> yr0408_04
<3359> yr0408_04

//<3360> yr0509
<3360> yr0509

//<3361> yr0207
<3361> yr0207

//<3362> yr0402
<3362> yr0402

//<3363> yr0207_06
<3363> yr0207_06

//<3364> yr0307
<3364> yr0307

//<3365> sys_bk_selline00
<3365> sys_bk_selline00

//<3366> yr0307_06
<3366> yr0307_06

//<3367> yr0103
<3367> yr0103

//<3368> yr0110_06
<3368> yr0110_06

//<3369> yr0509
<3369> yr0509

//<3370> yr0103
<3370> yr0103

//<3371> sys_bk_selline00
<3371> sys_bk_selline00

//<3372> yr0406
<3372> yr0406

//<3373> yr0409
<3373> yr0409

//<3374> yr0107
<3374> yr0107

//<3375> yr0408_09
<3375> yr0408_09

//<3376> yr0509
<3376> yr0509

//<3377> bg_kuro
<3377> bg_kuro

//<3378> yr0408_09
<3378> yr0408_09

//<3379> yr0509
<3379> yr0509

//<3380> m118
<3380> m118

//<3381> sys_bk_selline00
<3381> sys_bk_selline00

//<3382> bg_kuro
<3382> bg_kuro

//<3383> yr0109_06
<3383> yr0109_06

//<3384> sys_bk_selline00
<3384> sys_bk_selline00

//<3385> ep01_bg057
<3385> ep01_bg057

//<3386> yr0409
<3386> yr0409

//<3387> yr0109_08
<3387> yr0109_08

//<3388> yr0210_06
<3388> yr0210_06

//<3389> yr0209
<3389> yr0209

//<3390> yr0207
<3390> yr0207

//<3391> yr0506
<3391> yr0506

//<3392> yr0409
<3392> yr0409

//<3393> sys_bk_selline00
<3393> sys_bk_selline00

//<3394> yr0207
<3394> yr0207

//<3395> bg_kuro
<3395> bg_kuro

//<3396> bs2_yr0207
<3396> bs2_yr0207

//<3397> bs2_yr0207
<3397> bs2_yr0207

//<3398> bs2_yr0207
<3398> bs2_yr0207

//<3399> bs2_yr0207
<3399> bs2_yr0207

//<3400> bs2_yr0207
<3400> bs2_yr0207

//<3401> bs2_yr0207
<3401> bs2_yr0207

//<3402> ep01_bg050
<3402> ep01_bg050

//<3403> yr0208_06
<3403> yr0208_06

//<3404> yr0208_06
<3404> yr0208_06

//<3405> yr0208_06
<3405> yr0208_06

//<3406> yr0208_06
<3406> yr0208_06

//<3407> yr0208_06
<3407> yr0208_06

//<3408> yr0208_06
<3408> yr0208_06

//<3409> yr0208_06
<3409> yr0208_06

//<3410> m116
<3410> m116
{5364d} 48 // 3410

//<3411> bs2_yr0207
<3411> bs2_yr0207

//<3412> bs2_yr0207
<3412> bs2_yr0207

//<3413> bs2_yr0207
<3413> bs2_yr0207

//<3414> bs2_yr0207
<3414> bs2_yr0207

//<3415> bs2_yr0207
<3415> bs2_yr0207

//<3416> bs2_yr0207
<3416> bs2_yr0207

//<3417> yr0405
<3417> yr0405

//<3418> yr0405
<3418> yr0405

//<3419> yr0405
<3419> yr0405

//<3420> yr0405
<3420> yr0405

//<3421> yr0405
<3421> yr0405

//<3422> yr0405
<3422> yr0405

//<3423> yr0405
<3423> yr0405

//<3424> yr0408
<3424> yr0408

//<3425> yr0408
<3425> yr0408

//<3426> yr0408
<3426> yr0408

//<3427> yr0408
<3427> yr0408

//<3428> yr0408
<3428> yr0408

//<3429> yr0408
<3429> yr0408

//<3430> yr0408
<3430> yr0408

//<3431> yr0609
<3431> yr0609

//<3432> yr0609
<3432> yr0609

//<3433> yr0609
<3433> yr0609

//<3434> yr0609
<3434> yr0609

//<3435> yr0609
<3435> yr0609

//<3436> yr0609
<3436> yr0609

//<3437> yr0609
<3437> yr0609

//<3438> yr0209
<3438> yr0209

//<3439> yr0209
<3439> yr0209

//<3440> yr0209
<3440> yr0209

//<3441> yr0209
<3441> yr0209

//<3442> yr0209
<3442> yr0209

//<3443> yr0209
<3443> yr0209

//<3444> yr0209
<3444> yr0209

//<3445> bg_kuro
<3445> bg_kuro

//<3446> yr0606
<3446> yr0606

//<3447> yr0609
<3447> yr0609

//<3448> yr0107
<3448> yr0107

//<3449> bg_kuro
<3449> bg_kuro

