// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 99_場所選択マップ
<0000> 99_場所選択マップ
<2452> アメリカンエロドッグ

//<2453> ゼウス
<2453> ゼウス

//<2454> 日向markⅡ
<2454> 日向markⅡ

//<2455> 糞虫
<2455> 糞虫

//<2456> 量産型日向
<2456> 量産型日向

//<2457> ？？
<2457> ？？

//<2458> 「こちらからも訊かせてほしいことがある」
<2458> 「こちらからも訊かせてほしいことがある」

//<2459> ゆり
<2459> ゆり

//<2460> 女生徒
<2460> 女生徒

//<2461> ？？
<2461> ？？

//<2462> 「へー、なに？」
<2462> 「へー、なに？」

//<2463> 音無
<2463> 音無

//<2464> クソ坊主
<2464> クソ坊主

//<2465> 代理人
<2465> 代理人

//<2466> 微妙すぎるイケメン
<2466> 微妙すぎるイケメン

//<2467> ロリコン
<2467> ロリコン

//<2468> メガネ仲間
<2468> メガネ仲間

//<2469> 暗算日本記録保持者
<2469> 暗算日本記録保持者

//<2470> 通り魔
<2470> 通り魔

//<2471> 記憶ナシ男
<2471> 記憶ナシ男

//<2472> 音速
<2472> 音速

//<2473> 無限
<2473> 無限

//<2474> エロ侍
<2474> エロ侍

//<2475> エロエロ団ナンバー１
<2475> エロエロ団ナンバー１

//<2476> ただのエロ少年
<2476> ただのエロ少年

//<2477> ユリブサイク
<2477> ユリブサイク

//<2478> ドピュッシー
<2478> ドピュッシー

//<2479> アメリカンエロドッグ
<2479> アメリカンエロドッグ

//<2480> ゼウス
<2480> ゼウス

//<2481> 日向markⅡ
<2481> 日向markⅡ

//<2482> 糞虫
<2482> 糞虫

//<2483> 量産型日向
<2483> 量産型日向

//<2484> ？？
<2484> ？？

//<2485> 「こいつについてだ」
<2485> 「こいつについてだ」

//<2486> 振り返ると、案の定、そこに遊佐が立っていた。
<2486> 振り返ると、案の定、そこに遊佐が立っていた。

//<2487> 音無
<2487> 音無

//<2488> クソ坊主
<2488> クソ坊主

//<2489> 代理人
<2489> 代理人

//<2490> 微妙すぎるイケメン
<2490> 微妙すぎるイケメン

//<2491> ロリコン
<2491> ロリコン

//<2492> メガネ仲間
<2492> メガネ仲間

//<2493> 暗算日本記録保持者
<2493> 暗算日本記録保持者

//<2494> 通り魔
<2494> 通り魔

//<2495> 記憶ナシ男
<2495> 記憶ナシ男

//<2496> 音速
<2496> 音速

//<2497> 無限
<2497> 無限

//<2498> エロ侍
<2498> エロ侍

//<2499> エロエロ団ナンバー１
<2499> エロエロ団ナンバー１

//<2500> ただのエロ少年
<2500> ただのエロ少年

//<2501> ユリブサイク
<2501> ユリブサイク

//<2502> ドピュッシー
<2502> ドピュッシー

//<2503> アメリカンエロドッグ
<2503> アメリカンエロドッグ

//<2504> ゼウス
<2504> ゼウス

//<2505> 日向markⅡ
<2505> 日向markⅡ

//<2506> 糞虫
<2506> 糞虫

//<2507> 量産型日向
<2507> 量産型日向

//<2508> ？？
<2508> ？？

//<2509> 「遊佐についてだ」
<2509> 「遊佐についてだ」

//<2510> ゆり
<2510> ゆり

//<2511> 女生徒
<2511> 女生徒

//<2512> ？？
<2512> ？？

//<2513> 「遊佐さんがなぁに？」
<2513> 「遊佐さんがなぁに？」

//<2514> 音無
<2514> 音無

//<2515> クソ坊主
<2515> クソ坊主

//<2516> 代理人
<2516> 代理人

//<2517> 微妙すぎるイケメン
<2517> 微妙すぎるイケメン

//<2518> ロリコン
<2518> ロリコン

//<2519> メガネ仲間
<2519> メガネ仲間

//<2520> 暗算日本記録保持者
<2520> 暗算日本記録保持者

//<2521> 通り魔
<2521> 通り魔

//<2522> 記憶ナシ男
<2522> 記憶ナシ男

//<2523> 音速
<2523> 音速

//<2524> 無限
<2524> 無限

//<2525> エロ侍
<2525> エロ侍

//<2526> エロエロ団ナンバー１
<2526> エロエロ団ナンバー１

//<2527> ただのエロ少年
<2527> ただのエロ少年

//<2528> ユリブサイク
<2528> ユリブサイク

//<2529> ドピュッシー
<2529> ドピュッシー

//<2530> アメリカンエロドッグ
<2530> アメリカンエロドッグ

//<2531> ゼウス
<2531> ゼウス

//<2532> 日向markⅡ
<2532> 日向markⅡ

//<2533> 糞虫
<2533> 糞虫

//<2534> 量産型日向
<2534> 量産型日向

//<2535> ？？
<2535> ？？

//<2536> 「あまりに神出鬼没が過ぎる。しかもいつでも無感情。この世界においては、俺たちと異なる存在なんじゃないのか」
<2536> 「あまりに神出鬼没が過ぎる。しかもいつでも無感情。この世界においては、俺たちと異なる存在なんじゃないのか」

//<2537> ゆり
<2537> ゆり

//<2538> 女生徒
<2538> 女生徒

//<2539> ？？
<2539> ？？

//<2540> 「例えば？」
<2540> 「例えば？」

//<2541> 音無
<2541> 音無

//<2542> クソ坊主
<2542> クソ坊主

//<2543> 代理人
<2543> 代理人

//<2544> 微妙すぎるイケメン
<2544> 微妙すぎるイケメン

//<2545> ロリコン
<2545> ロリコン

//<2546> メガネ仲間
<2546> メガネ仲間

//<2547> 暗算日本記録保持者
<2547> 暗算日本記録保持者

//<2548> 通り魔
<2548> 通り魔

//<2549> 記憶ナシ男
<2549> 記憶ナシ男

//<2550> 音速
<2550> 音速

//<2551> 無限
<2551> 無限

//<2552> エロ侍
<2552> エロ侍

//<2553> エロエロ団ナンバー１
<2553> エロエロ団ナンバー１

//<2554> ただのエロ少年
<2554> ただのエロ少年

//<2555> ユリブサイク
<2555> ユリブサイク

//<2556> ドピュッシー
<2556> ドピュッシー

//<2557> アメリカンエロドッグ
<2557> アメリカンエロドッグ

//<2558> ゼウス
<2558> ゼウス

//<2559> 日向markⅡ
<2559> 日向markⅡ

//<2560> 糞虫
<2560> 糞虫

//<2561> 量産型日向
<2561> 量産型日向

//<2562> ？？
<2562> ？？

//<2563> （例えば？　だと…？）
<2563> （例えば？　だと…？）

//<2564> 必死に考える。
<2564> 必死に考える。

//<2565> 人間じゃない
<2565> 人間じゃない

//<2566> もうひとりの天使
<2566> もうひとりの天使

//<2567> ロボットの類い
<2567> ロボットの類い

//<2568> selbtn : 
<2568> selbtn : 

//<2569> 音無
<2569> 音無

//<2570> クソ坊主
<2570> クソ坊主

//<2571> 代理人
<2571> 代理人

//<2572> 微妙すぎるイケメン
<2572> 微妙すぎるイケメン

//<2573> ロリコン
<2573> ロリコン

//<2574> メガネ仲間
<2574> メガネ仲間

//<2575> 暗算日本記録保持者
<2575> 暗算日本記録保持者

//<2576> 通り魔
<2576> 通り魔

//<2577> 記憶ナシ男
<2577> 記憶ナシ男

//<2578> 音速
<2578> 音速

//<2579> 無限
<2579> 無限

//<2580> エロ侍
<2580> エロ侍

//<2581> エロエロ団ナンバー１
<2581> エロエロ団ナンバー１

//<2582> ただのエロ少年
<2582> ただのエロ少年

//<2583> ユリブサイク
<2583> ユリブサイク

//<2584> ドピュッシー
<2584> ドピュッシー

//<2585> アメリカンエロドッグ
<2585> アメリカンエロドッグ

//<2586> ゼウス
<2586> ゼウス

//<2587> 日向markⅡ
<2587> 日向markⅡ

//<2588> 糞虫
<2588> 糞虫

//<2589> 量産型日向
<2589> 量産型日向

//<2590> ？？
<2590> ？？

//<2591> 「人間じゃない」
<2591> 「人間じゃない」

//<2592> ゆり
<2592> ゆり

//<2593> 女生徒
<2593> 女生徒

//<2594> ？？
<2594> ？？

//<2595> 「遊佐さんは人間よ？」
<2595> 「遊佐さんは人間よ？」

//<2596> いきなり否定された。
<2596> いきなり否定された。

//<2597> 音無
<2597> 音無

//<2598> クソ坊主
<2598> クソ坊主

//<2599> 代理人
<2599> 代理人

//<2600> 微妙すぎるイケメン
<2600> 微妙すぎるイケメン

//<2601> ロリコン
<2601> ロリコン

//<2602> メガネ仲間
<2602> メガネ仲間

//<2603> 暗算日本記録保持者
<2603> 暗算日本記録保持者

//<2604> 通り魔
<2604> 通り魔

//<2605> 記憶ナシ男
<2605> 記憶ナシ男

//<2606> 音速
<2606> 音速

//<2607> 無限
<2607> 無限

//<2608> エロ侍
<2608> エロ侍

//<2609> エロエロ団ナンバー１
<2609> エロエロ団ナンバー１

//<2610> ただのエロ少年
<2610> ただのエロ少年

//<2611> ユリブサイク
<2611> ユリブサイク

//<2612> ドピュッシー
<2612> ドピュッシー

//<2613> アメリカンエロドッグ
<2613> アメリカンエロドッグ

//<2614> ゼウス
<2614> ゼウス

//<2615> 日向markⅡ
<2615> 日向markⅡ

//<2616> 糞虫
<2616> 糞虫

//<2617> 量産型日向
<2617> 量産型日向

//<2618> ？？
<2618> ？？

//<2619> 「もうひとりの天使」
<2619> 「もうひとりの天使」

//<2620> ゆり
<2620> ゆり

//<2621> 女生徒
<2621> 女生徒

//<2622> ？？
<2622> ？？

//<2623> 「遊佐さんは人間よ？」
<2623> 「遊佐さんは人間よ？」

//<2624> いきなり否定された。
<2624> いきなり否定された。

//<2625> 音無
<2625> 音無

//<2626> クソ坊主
<2626> クソ坊主

//<2627> 代理人
<2627> 代理人

//<2628> 微妙すぎるイケメン
<2628> 微妙すぎるイケメン

//<2629> ロリコン
<2629> ロリコン

//<2630> メガネ仲間
<2630> メガネ仲間

//<2631> 暗算日本記録保持者
<2631> 暗算日本記録保持者

//<2632> 通り魔
<2632> 通り魔

//<2633> 記憶ナシ男
<2633> 記憶ナシ男

//<2634> 音速
<2634> 音速

//<2635> 無限
<2635> 無限

//<2636> エロ侍
<2636> エロ侍

//<2637> エロエロ団ナンバー１
<2637> エロエロ団ナンバー１

//<2638> ただのエロ少年
<2638> ただのエロ少年

//<2639> ユリブサイク
<2639> ユリブサイク

//<2640> ドピュッシー
<2640> ドピュッシー

//<2641> アメリカンエロドッグ
<2641> アメリカンエロドッグ

//<2642> ゼウス
<2642> ゼウス

//<2643> 日向markⅡ
<2643> 日向markⅡ

//<2644> 糞虫
<2644> 糞虫

//<2645> 量産型日向
<2645> 量産型日向

//<2646> ？？
<2646> ？？

//<2647> 「ロボットの類い」
<2647> 「ロボットの類い」

//<2648> ゆり
<2648> ゆり

//<2649> 女生徒
<2649> 女生徒

//<2650> ？？
<2650> ？？

//<2651> 「遊佐さんは人間よ？」
<2651> 「遊佐さんは人間よ？」

//<2652> いきなり否定された。
<2652> いきなり否定された。

//<2653> 音無
<2653> 音無

//<2654> クソ坊主
<2654> クソ坊主

//<2655> 代理人
<2655> 代理人

//<2656> 微妙すぎるイケメン
<2656> 微妙すぎるイケメン

//<2657> ロリコン
<2657> ロリコン

//<2658> メガネ仲間
<2658> メガネ仲間

//<2659> 暗算日本記録保持者
<2659> 暗算日本記録保持者

//<2660> 通り魔
<2660> 通り魔

//<2661> 記憶ナシ男
<2661> 記憶ナシ男

//<2662> 音速
<2662> 音速

//<2663> 無限
<2663> 無限

//<2664> エロ侍
<2664> エロ侍

//<2665> エロエロ団ナンバー１
<2665> エロエロ団ナンバー１

//<2666> ただのエロ少年
<2666> ただのエロ少年

//<2667> ユリブサイク
<2667> ユリブサイク

//<2668> ドピュッシー
<2668> ドピュッシー

//<2669> アメリカンエロドッグ
<2669> アメリカンエロドッグ

//<2670> ゼウス
<2670> ゼウス

//<2671> 日向markⅡ
<2671> 日向markⅡ

//<2672> 糞虫
<2672> 糞虫

//<2673> 量産型日向
<2673> 量産型日向

//<2674> ？？
<2674> ？？

//<2675> 「なら、こいつの異常な機動性は？　説明がつかないぜ！？　ここの物理法則は生きていた頃の世界と同じはずだろ！？」
<2675> 「なら、こいつの異常な機動性は？　説明がつかないぜ！？　ここの物理法則は生きていた頃の世界と同じはずだろ！？」

//<2676> ゆり
<2676> ゆり

//<2677> 女生徒
<2677> 女生徒

//<2678> ？？
<2678> ？？

//<2679> 「ふーーーーーん、そんなことどーでもいいじゃない」
<2679> 「ふーーーーーん、そんなことどーでもいいじゃない」

//<2680> ゆりは小指を耳に突っ込んで垢取りをしていた。
<2680> ゆりは小指を耳に突っ込んで垢取りをしていた。

//<2681> 音無
<2681> 音無

//<2682> クソ坊主
<2682> クソ坊主

//<2683> 代理人
<2683> 代理人

//<2684> 微妙すぎるイケメン
<2684> 微妙すぎるイケメン

//<2685> ロリコン
<2685> ロリコン

//<2686> メガネ仲間
<2686> メガネ仲間

//<2687> 暗算日本記録保持者
<2687> 暗算日本記録保持者

//<2688> 通り魔
<2688> 通り魔

//<2689> 記憶ナシ男
<2689> 記憶ナシ男

//<2690> 音速
<2690> 音速

//<2691> 無限
<2691> 無限

//<2692> エロ侍
<2692> エロ侍

//<2693> エロエロ団ナンバー１
<2693> エロエロ団ナンバー１

//<2694> ただのエロ少年
<2694> ただのエロ少年

//<2695> ユリブサイク
<2695> ユリブサイク

//<2696> ドピュッシー
<2696> ドピュッシー

//<2697> アメリカンエロドッグ
<2697> アメリカンエロドッグ

//<2698> ゼウス
<2698> ゼウス

//<2699> 日向markⅡ
<2699> 日向markⅡ

//<2700> 糞虫
<2700> 糞虫

//<2701> 量産型日向
<2701> 量産型日向

//<2702> ？？
<2702> ？？

//<2703> 「なんだ、この適当なあしらわれ方は！？」
<2703> 「なんだ、この適当なあしらわれ方は！？」

//<2704> ゆり
<2704> ゆり

//<2705> 女生徒
<2705> 女生徒

//<2706> ？？
<2706> ？？

//<2707> 「改めてもう一度言っておくけど、今後情報の漏洩に気づいた時は、こちらからあなたを切る。いいわね？」
<2707> 「改めてもう一度言っておくけど、今後情報の漏洩に気づいた時は、こちらからあなたを切る。いいわね？」

//<2708> 音無
<2708> 音無

//<2709> クソ坊主
<2709> クソ坊主

//<2710> 代理人
<2710> 代理人

//<2711> 微妙すぎるイケメン
<2711> 微妙すぎるイケメン

//<2712> ロリコン
<2712> ロリコン

//<2713> メガネ仲間
<2713> メガネ仲間

//<2714> 暗算日本記録保持者
<2714> 暗算日本記録保持者

//<2715> 通り魔
<2715> 通り魔

//<2716> 記憶ナシ男
<2716> 記憶ナシ男

//<2717> 音速
<2717> 音速

//<2718> 無限
<2718> 無限

//<2719> エロ侍
<2719> エロ侍

//<2720> エロエロ団ナンバー１
<2720> エロエロ団ナンバー１

//<2721> ただのエロ少年
<2721> ただのエロ少年

//<2722> ユリブサイク
<2722> ユリブサイク

//<2723> ドピュッシー
<2723> ドピュッシー

//<2724> アメリカンエロドッグ
<2724> アメリカンエロドッグ

//<2725> ゼウス
<2725> ゼウス

//<2726> 日向markⅡ
<2726> 日向markⅡ

//<2727> 糞虫
<2727> 糞虫

//<2728> 量産型日向
<2728> 量産型日向

//<2729> ？？
<2729> ？？

//<2730> 「ああ…」
<2730> 「ああ…」

//<2731> そう答えるしかなかった…。
<2731> そう答えるしかなかった…。

//<2732> 項垂れるように頷くしかなかった。
<2732> 項垂れるように頷くしかなかった。

//<2733> nothing
<2733> nothing

//<2734> nothing
<2734> nothing

//<2735> nothing
<2735> nothing

//<2736> nothing
<2736> nothing

//<2737> nothing
<2737> nothing

//<2738> ゆり
<2738> ゆり

//<2739> 女生徒
<2739> 女生徒

//<2740> ？？
<2740> ？？

//<2741> 「じゃ、帰っていいわよ。おやすみなさい」
<2741> 「じゃ、帰っていいわよ。おやすみなさい」

//<2742> 音無
<2742> 音無

//<2743> クソ坊主
<2743> クソ坊主

//<2744> 代理人
<2744> 代理人

//<2745> 微妙すぎるイケメン
<2745> 微妙すぎるイケメン

//<2746> ロリコン
<2746> ロリコン

//<2747> メガネ仲間
<2747> メガネ仲間

//<2748> 暗算日本記録保持者
<2748> 暗算日本記録保持者

//<2749> 通り魔
<2749> 通り魔

//<2750> 記憶ナシ男
<2750> 記憶ナシ男

//<2751> 音速
<2751> 音速

//<2752> 無限
<2752> 無限

//<2753> エロ侍
<2753> エロ侍

//<2754> エロエロ団ナンバー１
<2754> エロエロ団ナンバー１

//<2755> ただのエロ少年
<2755> ただのエロ少年

//<2756> ユリブサイク
<2756> ユリブサイク

//<2757> ドピュッシー
<2757> ドピュッシー

//<2758> アメリカンエロドッグ
<2758> アメリカンエロドッグ

//<2759> ゼウス
<2759> ゼウス

//<2760> 日向markⅡ
<2760> 日向markⅡ

//<2761> 糞虫
<2761> 糞虫

//<2762> 量産型日向
<2762> 量産型日向

//<2763> ？？
<2763> ？？

//<2764> 「ああ、おやすみ…」
<2764> 「ああ、おやすみ…」

//<2765> ゆりの恐ろしさを知った。
<2765> ゆりの恐ろしさを知った。

//<2766> リーダーたる所以か。
<2766> リーダーたる所以か。

//<2767> 後は神出鬼没の遊佐の存在が大きい。動く監視カメラ。
<2767> 後は神出鬼没の遊佐の存在が大きい。動く監視カメラ。

//<2768> やはり遊佐の存在が恐怖に感じる。
<2768> やはり遊佐の存在が恐怖に感じる。

//<2769> その死角は見つけてあるが、二度と作戦の情報は漏らさないでおこう…。
