// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
<2438> そうだ…蝶は昼行性だった。夜行性なのは蛾だ。

//<2439> お前は蝶だ
<2439> お前は蝶だ

//<2440> お前は蛾だ
<2440> お前は蛾だ

//<2441> selbtn : 
<2441> selbtn : 

//<2442> 音無
<2442> 音無

//<2443> クソ坊主
<2443> クソ坊主

//<2444> 代理人
<2444> 代理人

//<2445> 微妙すぎるイケメン
<2445> 微妙すぎるイケメン

//<2446> ロリコン
<2446> ロリコン

//<2447> メガネ仲間
<2447> メガネ仲間

//<2448> 暗算日本記録保持者
<2448> 暗算日本記録保持者

//<2449> 通り魔
<2449> 通り魔

//<2450> 記憶ナシ男
<2450> 記憶ナシ男

//<2451> 音速
<2451> 音速

//<2452> 無限
<2452> 無限

//<2453> エロ侍
<2453> エロ侍

//<2454> エロエロ団ナンバー１
<2454> エロエロ団ナンバー１

//<2455> ただのエロ少年
<2455> ただのエロ少年

//<2456> ユリブサイク
<2456> ユリブサイク

//<2457> ドピュッシー
<2457> ドピュッシー

//<2458> アメリカンエロドッグ
<2458> アメリカンエロドッグ

//<2459> ゼウス
<2459> ゼウス

//<2460> 日向markⅡ
<2460> 日向markⅡ

//<2461> 糞虫
<2461> 糞虫

//<2462> 量産型日向
<2462> 量産型日向

//<2463> ？？
<2463> ？？

//<2464> 「だな。お前は蝶だ」
<2464> 「だな。お前は蝶だ」

//<2465> nothing
<2465> nothing

//<2466> nothing
<2466> nothing

//<2467> nothing
<2467> nothing

//<2468> nothing
<2468> nothing

//<2469> nothing
<2469> nothing

//<2470> 岩沢
<2470> 岩沢

//<2471> 「蝶は英語でなんて言うんだ？」
<2471> 「蝶は英語でなんて言うんだ？」

//<2472> 音無
<2472> 音無

//<2473> クソ坊主
<2473> クソ坊主

//<2474> 代理人
<2474> 代理人

//<2475> 微妙すぎるイケメン
<2475> 微妙すぎるイケメン

//<2476> ロリコン
<2476> ロリコン

//<2477> メガネ仲間
<2477> メガネ仲間

//<2478> 暗算日本記録保持者
<2478> 暗算日本記録保持者

//<2479> 通り魔
<2479> 通り魔

//<2480> 記憶ナシ男
<2480> 記憶ナシ男

//<2481> 音速
<2481> 音速

//<2482> 無限
<2482> 無限

//<2483> エロ侍
<2483> エロ侍

//<2484> エロエロ団ナンバー１
<2484> エロエロ団ナンバー１

//<2485> ただのエロ少年
<2485> ただのエロ少年

//<2486> ユリブサイク
<2486> ユリブサイク

//<2487> ドピュッシー
<2487> ドピュッシー

//<2488> アメリカンエロドッグ
<2488> アメリカンエロドッグ

//<2489> ゼウス
<2489> ゼウス

//<2490> 日向markⅡ
<2490> 日向markⅡ

//<2491> 糞虫
<2491> 糞虫

//<2492> 量産型日向
<2492> 量産型日向

//<2493> ？？
<2493> ？？

//<2494> 「バタフライ」
<2494> 「バタフライ」

//<2495> nothing
<2495> nothing

//<2496> nothing
<2496> nothing

//<2497> nothing
<2497> nothing

//<2498> nothing
<2498> nothing

//<2499> nothing
<2499> nothing

//<2500> 岩沢
<2500> 岩沢

//<2501> 「だったら、バタフライソングって曲を書かなきゃな」
<2501> 「だったら、バタフライソングって曲を書かなきゃな」

//<2502> 音無
<2502> 音無

//<2503> クソ坊主
<2503> クソ坊主

//<2504> 代理人
<2504> 代理人

//<2505> 微妙すぎるイケメン
<2505> 微妙すぎるイケメン

//<2506> ロリコン
<2506> ロリコン

//<2507> メガネ仲間
<2507> メガネ仲間

//<2508> 暗算日本記録保持者
<2508> 暗算日本記録保持者

//<2509> 通り魔
<2509> 通り魔

//<2510> 記憶ナシ男
<2510> 記憶ナシ男

//<2511> 音速
<2511> 音速

//<2512> 無限
<2512> 無限

//<2513> エロ侍
<2513> エロ侍

//<2514> エロエロ団ナンバー１
<2514> エロエロ団ナンバー１

//<2515> ただのエロ少年
<2515> ただのエロ少年

//<2516> ユリブサイク
<2516> ユリブサイク

//<2517> ドピュッシー
<2517> ドピュッシー

//<2518> アメリカンエロドッグ
<2518> アメリカンエロドッグ

//<2519> ゼウス
<2519> ゼウス

//<2520> 日向markⅡ
<2520> 日向markⅡ

//<2521> 糞虫
<2521> 糞虫

//<2522> 量産型日向
<2522> 量産型日向

//<2523> ？？
<2523> ？？

//<2524> 「ああ、非力そうな蝶でも全部背負って…しかも、誰かを元気づけようとしてる」
<2524> 「ああ、非力そうな蝶でも全部背負って…しかも、誰かを元気づけようとしてる」

//<2525> 音無
<2525> 音無

//<2526> クソ坊主
<2526> クソ坊主

//<2527> 代理人
<2527> 代理人

//<2528> 微妙すぎるイケメン
<2528> 微妙すぎるイケメン

//<2529> ロリコン
<2529> ロリコン

//<2530> メガネ仲間
<2530> メガネ仲間

//<2531> 暗算日本記録保持者
<2531> 暗算日本記録保持者

//<2532> 通り魔
<2532> 通り魔

//<2533> 記憶ナシ男
<2533> 記憶ナシ男

//<2534> 音速
<2534> 音速

//<2535> 無限
<2535> 無限

//<2536> エロ侍
<2536> エロ侍

//<2537> エロエロ団ナンバー１
<2537> エロエロ団ナンバー１

//<2538> ただのエロ少年
<2538> ただのエロ少年

//<2539> ユリブサイク
<2539> ユリブサイク

//<2540> ドピュッシー
<2540> ドピュッシー

//<2541> アメリカンエロドッグ
<2541> アメリカンエロドッグ

//<2542> ゼウス
<2542> ゼウス

//<2543> 日向markⅡ
<2543> 日向markⅡ

//<2544> 糞虫
<2544> 糞虫

//<2545> 量産型日向
<2545> 量産型日向

//<2546> ？？
<2546> ？？

//<2547> 「全力で指もすり切れて、ぶっ倒れそうでも、やるんだろ？」
<2547> 「全力で指もすり切れて、ぶっ倒れそうでも、やるんだろ？」

//<2548> nothing
<2548> nothing

//<2549> nothing
<2549> nothing

//<2550> nothing
<2550> nothing

//<2551> nothing
<2551> nothing

//<2552> nothing
<2552> nothing

//<2553> 岩沢
<2553> 岩沢

//<2554> 「今夜も」
<2554> 「今夜も」

//<2555> nothing
<2555> nothing

//<2556> nothing
<2556> nothing

//<2557> nothing
<2557> nothing

//<2558> nothing
<2558> nothing

//<2559> nothing
<2559> nothing
{3402f} 5f // 2559

//<2560> ２人
<2560> ２人

//<2561> 岩沢
<2561> 岩沢

//<2562> 「ビッグなストーリー」
<2562> 「ビッグなストーリー」
{3414f} 0f // 2562

//<2563> 音無
<2563> 音無

//<2564> クソ坊主
<2564> クソ坊主

//<2565> 代理人
<2565> 代理人

//<2566> 微妙すぎるイケメン
<2566> 微妙すぎるイケメン

//<2567> ロリコン
<2567> ロリコン

//<2568> メガネ仲間
<2568> メガネ仲間

//<2569> 暗算日本記録保持者
<2569> 暗算日本記録保持者

//<2570> 通り魔
<2570> 通り魔

//<2571> 記憶ナシ男
<2571> 記憶ナシ男

//<2572> 音速
<2572> 音速

//<2573> 無限
<2573> 無限

//<2574> エロ侍
<2574> エロ侍

//<2575> エロエロ団ナンバー１
<2575> エロエロ団ナンバー１

//<2576> ただのエロ少年
<2576> ただのエロ少年

//<2577> ユリブサイク
<2577> ユリブサイク

//<2578> ドピュッシー
<2578> ドピュッシー

//<2579> アメリカンエロドッグ
<2579> アメリカンエロドッグ

//<2580> ゼウス
<2580> ゼウス

//<2581> 日向markⅡ
<2581> 日向markⅡ

//<2582> 糞虫
<2582> 糞虫

//<2583> 量産型日向
<2583> 量産型日向

//<2584> ？？
<2584> ？？

//<2585> 「夜の蝶」
<2585> 「夜の蝶」

//<2586> nothing
<2586> nothing

//<2587> nothing
<2587> nothing

//<2588> nothing
<2588> nothing

//<2589> nothing
<2589> nothing

//<2590> nothing
<2590> nothing

//<2591> 岩沢
<2591> 岩沢

//<2592> 「なんで、そこまで夜の蝶にこだわるんだ？」
<2592> 「なんで、そこまで夜の蝶にこだわるんだ？」

//<2593> 音無
<2593> 音無

//<2594> クソ坊主
<2594> クソ坊主

//<2595> 代理人
<2595> 代理人

//<2596> 微妙すぎるイケメン
<2596> 微妙すぎるイケメン

//<2597> ロリコン
<2597> ロリコン

//<2598> メガネ仲間
<2598> メガネ仲間

//<2599> 暗算日本記録保持者
<2599> 暗算日本記録保持者

//<2600> 通り魔
<2600> 通り魔

//<2601> 記憶ナシ男
<2601> 記憶ナシ男

//<2602> 音速
<2602> 音速

//<2603> 無限
<2603> 無限

//<2604> エロ侍
<2604> エロ侍

//<2605> エロエロ団ナンバー１
<2605> エロエロ団ナンバー１

//<2606> ただのエロ少年
<2606> ただのエロ少年

//<2607> ユリブサイク
<2607> ユリブサイク

//<2608> ドピュッシー
<2608> ドピュッシー

//<2609> アメリカンエロドッグ
<2609> アメリカンエロドッグ

//<2610> ゼウス
<2610> ゼウス

//<2611> 日向markⅡ
<2611> 日向markⅡ

//<2612> 糞虫
<2612> 糞虫

//<2613> 量産型日向
<2613> 量産型日向

//<2614> ？？
<2614> ？？

//<2615> 「悪い、昼間の蝶だった」
<2615> 「悪い、昼間の蝶だった」

//<2616> nothing
<2616> nothing

//<2617> nothing
<2617> nothing

//<2618> nothing
<2618> nothing

//<2619> nothing
<2619> nothing

//<2620> nothing
<2620> nothing

//<2621> 岩沢
<2621> 岩沢

//<2622> 「言い直されても、ぴんと来ないよ…」
<2622> 「言い直されても、ぴんと来ないよ…」

//<2623> あれ？　好感度下がってる！？
<2623> あれ？　好感度下がってる！？

//<2624> 
<2624> 

//<2625> nothing
<2625> nothing

//<2626> nothing
<2626> nothing

//<2627> nothing
<2627> nothing

//<2628> nothing
<2628> nothing

//<2629> nothing
<2629> nothing

//<2630> 岩沢
<2630> 岩沢

//<2631> 「なあ、あんたは人が生きるのは、子孫を残すためだって言ったよな？」
<2631> 「なあ、あんたは人が生きるのは、子孫を残すためだって言ったよな？」

//<2632> 音無
<2632> 音無

//<2633> クソ坊主
<2633> クソ坊主

//<2634> 代理人
<2634> 代理人

//<2635> 微妙すぎるイケメン
<2635> 微妙すぎるイケメン

//<2636> ロリコン
<2636> ロリコン

//<2637> メガネ仲間
<2637> メガネ仲間

//<2638> 暗算日本記録保持者
<2638> 暗算日本記録保持者

//<2639> 通り魔
<2639> 通り魔

//<2640> 記憶ナシ男
<2640> 記憶ナシ男

//<2641> 音速
<2641> 音速

//<2642> 無限
<2642> 無限

//<2643> エロ侍
<2643> エロ侍

//<2644> エロエロ団ナンバー１
<2644> エロエロ団ナンバー１

//<2645> ただのエロ少年
<2645> ただのエロ少年

//<2646> ユリブサイク
<2646> ユリブサイク

//<2647> ドピュッシー
<2647> ドピュッシー

//<2648> アメリカンエロドッグ
<2648> アメリカンエロドッグ

//<2649> ゼウス
<2649> ゼウス

//<2650> 日向markⅡ
<2650> 日向markⅡ

//<2651> 糞虫
<2651> 糞虫

//<2652> 量産型日向
<2652> 量産型日向

//<2653> ？？
<2653> ？？

//<2654> 「だな。お前は蛾だ。蛾は夜飛ぶ」
<2654> 「だな。お前は蛾だ。蛾は夜飛ぶ」

//<2655> nothing
<2655> nothing

//<2656> nothing
<2656> nothing

//<2657> nothing
<2657> nothing

//<2658> nothing
<2658> nothing

//<2659> nothing
<2659> nothing

//<2660> 岩沢
<2660> 岩沢

//<2661> 「蛾？　なんか、その言われようは嫌なんだが…」
<2661> 「蛾？　なんか、その言われようは嫌なんだが…」

//<2662> 音無
<2662> 音無

//<2663> クソ坊主
<2663> クソ坊主

//<2664> 代理人
<2664> 代理人

//<2665> 微妙すぎるイケメン
<2665> 微妙すぎるイケメン

//<2666> ロリコン
<2666> ロリコン

//<2667> メガネ仲間
<2667> メガネ仲間

//<2668> 暗算日本記録保持者
<2668> 暗算日本記録保持者

//<2669> 通り魔
<2669> 通り魔

//<2670> 記憶ナシ男
<2670> 記憶ナシ男

//<2671> 音速
<2671> 音速

//<2672> 無限
<2672> 無限

//<2673> エロ侍
<2673> エロ侍

//<2674> エロエロ団ナンバー１
<2674> エロエロ団ナンバー１

//<2675> ただのエロ少年
<2675> ただのエロ少年

//<2676> ユリブサイク
<2676> ユリブサイク

//<2677> ドピュッシー
<2677> ドピュッシー

//<2678> アメリカンエロドッグ
<2678> アメリカンエロドッグ

//<2679> ゼウス
<2679> ゼウス

//<2680> 日向markⅡ
<2680> 日向markⅡ

//<2681> 糞虫
<2681> 糞虫

//<2682> 量産型日向
<2682> 量産型日向

//<2683> ？？
<2683> ？？

//<2684> 「蝶と蛾の間に、昆虫分類学上、違いはないぜ？　見た目が違うだけで」
<2684> 「蝶と蛾の間に、昆虫分類学上、違いはないぜ？　見た目が違うだけで」

//<2685> nothing
<2685> nothing

//<2686> nothing
<2686> nothing

//<2687> nothing
<2687> nothing

//<2688> nothing
<2688> nothing

//<2689> nothing
<2689> nothing

//<2690> 岩沢
<2690> 岩沢

//<2691> 「その見た目が嫌なんだが…」
<2691> 「その見た目が嫌なんだが…」

//<2692> 音無
<2692> 音無

//<2693> クソ坊主
<2693> クソ坊主

//<2694> 代理人
<2694> 代理人

//<2695> 微妙すぎるイケメン
<2695> 微妙すぎるイケメン

//<2696> ロリコン
<2696> ロリコン

//<2697> メガネ仲間
<2697> メガネ仲間

//<2698> 暗算日本記録保持者
<2698> 暗算日本記録保持者

//<2699> 通り魔
<2699> 通り魔

//<2700> 記憶ナシ男
<2700> 記憶ナシ男

//<2701> 音速
<2701> 音速

//<2702> 無限
<2702> 無限

//<2703> エロ侍
<2703> エロ侍

//<2704> エロエロ団ナンバー１
<2704> エロエロ団ナンバー１

//<2705> ただのエロ少年
<2705> ただのエロ少年

//<2706> ユリブサイク
<2706> ユリブサイク

//<2707> ドピュッシー
<2707> ドピュッシー

//<2708> アメリカンエロドッグ
<2708> アメリカンエロドッグ

//<2709> ゼウス
<2709> ゼウス

//<2710> 日向markⅡ
<2710> 日向markⅡ

//<2711> 糞虫
<2711> 糞虫

//<2712> 量産型日向
<2712> 量産型日向

//<2713> ？？
<2713> ？？

//<2714> 「蛾は英語でモスだ。だから、モスソングって曲でも書いてみたらどうだ？」
<2714> 「蛾は英語でモスだ。だから、モスソングって曲でも書いてみたらどうだ？」

//<2715> 音無
<2715> 音無

//<2716> クソ坊主
<2716> クソ坊主

//<2717> 代理人
<2717> 代理人

//<2718> 微妙すぎるイケメン
<2718> 微妙すぎるイケメン

//<2719> ロリコン
<2719> ロリコン

//<2720> メガネ仲間
<2720> メガネ仲間

//<2721> 暗算日本記録保持者
<2721> 暗算日本記録保持者

//<2722> 通り魔
<2722> 通り魔

//<2723> 記憶ナシ男
<2723> 記憶ナシ男

//<2724> 音速
<2724> 音速

//<2725> 無限
<2725> 無限

//<2726> エロ侍
<2726> エロ侍

//<2727> エロエロ団ナンバー１
<2727> エロエロ団ナンバー１

//<2728> ただのエロ少年
<2728> ただのエロ少年

//<2729> ユリブサイク
<2729> ユリブサイク

//<2730> ドピュッシー
<2730> ドピュッシー

//<2731> アメリカンエロドッグ
<2731> アメリカンエロドッグ

//<2732> ゼウス
<2732> ゼウス

//<2733> 日向markⅡ
<2733> 日向markⅡ

//<2734> 糞虫
<2734> 糞虫

//<2735> 量産型日向
<2735> 量産型日向

//<2736> ？？
<2736> ？？

//<2737> 「非力そうな蛾でも全部背負って…しかも、誰かを元気づけようとしてる」
<2737> 「非力そうな蛾でも全部背負って…しかも、誰かを元気づけようとしてる」

//<2738> 音無
<2738> 音無

//<2739> クソ坊主
<2739> クソ坊主

//<2740> 代理人
<2740> 代理人

//<2741> 微妙すぎるイケメン
<2741> 微妙すぎるイケメン

//<2742> ロリコン
<2742> ロリコン

//<2743> メガネ仲間
<2743> メガネ仲間

//<2744> 暗算日本記録保持者
<2744> 暗算日本記録保持者

//<2745> 通り魔
<2745> 通り魔

//<2746> 記憶ナシ男
<2746> 記憶ナシ男

//<2747> 音速
<2747> 音速

//<2748> 無限
<2748> 無限

//<2749> エロ侍
<2749> エロ侍

//<2750> エロエロ団ナンバー１
<2750> エロエロ団ナンバー１

//<2751> ただのエロ少年
<2751> ただのエロ少年

//<2752> ユリブサイク
<2752> ユリブサイク

//<2753> ドピュッシー
<2753> ドピュッシー

//<2754> アメリカンエロドッグ
<2754> アメリカンエロドッグ

//<2755> ゼウス
<2755> ゼウス

//<2756> 日向markⅡ
<2756> 日向markⅡ

//<2757> 糞虫
<2757> 糞虫

//<2758> 量産型日向
<2758> 量産型日向

//<2759> ？？
<2759> ？？

//<2760> 「全力で指もすり切れて、ぶっ倒れそうでも、やるんだろ？」
<2760> 「全力で指もすり切れて、ぶっ倒れそうでも、やるんだろ？」

//<2761> 音無
<2761> 音無

//<2762> クソ坊主
<2762> クソ坊主

//<2763> 代理人
<2763> 代理人

//<2764> 微妙すぎるイケメン
<2764> 微妙すぎるイケメン

//<2765> ロリコン
<2765> ロリコン

//<2766> メガネ仲間
<2766> メガネ仲間

//<2767> 暗算日本記録保持者
<2767> 暗算日本記録保持者

//<2768> 通り魔
<2768> 通り魔

//<2769> 記憶ナシ男
<2769> 記憶ナシ男

//<2770> 音速
<2770> 音速

//<2771> 無限
<2771> 無限

//<2772> エロ侍
<2772> エロ侍

//<2773> エロエロ団ナンバー１
<2773> エロエロ団ナンバー１

//<2774> ただのエロ少年
<2774> ただのエロ少年

//<2775> ユリブサイク
<2775> ユリブサイク

//<2776> ドピュッシー
<2776> ドピュッシー

//<2777> アメリカンエロドッグ
<2777> アメリカンエロドッグ

//<2778> ゼウス
<2778> ゼウス

//<2779> 日向markⅡ
<2779> 日向markⅡ

//<2780> 糞虫
<2780> 糞虫

//<2781> 量産型日向
<2781> 量産型日向

//<2782> ？？
<2782> ？？

//<2783> 「今夜も蛾ってさ」
<2783> 「今夜も蛾ってさ」

//<2784> nothing
<2784> nothing

//<2785> nothing
<2785> nothing

//<2786> nothing
<2786> nothing

//<2787> nothing
<2787> nothing
